cycle,hour,int(cycle / 24),r_l,FC,n_L,shadow_loss,prevState'N_L',currentState'N_L',prev_value,value,pl_total,chg,length(leaf_proportion),sum(leaf_proportion),leaf_proportion
1071,15,44,0.0095,1.015,10.0,0.09642499999999998,1.520595945883637,1.5235691538055776,0.14662346408182966,0.14691015565570278,0.00278589582285835,-0.00307258739673148,1,1.14926,[1.14926]
1072,16,44,0.0095,1.015,10.0,0.09642499999999998,1.520595945883637,1.5235691538055776,0.14662346408182966,0.14691015565570278,0.00278589582285835,-0.00307258739673148,1,1.245685,[1.245685]
1073,17,44,0.0095,1.015,10.0,0.09642499999999998,1.520595945883637,1.5235691538055776,0.14662346408182966,0.14691015565570278,0.00278589582285835,-0.00307258739673148,1,1.34211,[1.34211]
1074,18,44,0.0095,1.015,10.0,0.09642499999999998,1.520595945883637,1.5235691538055776,0.14662346408182966,0.14691015565570278,0.00278589582285835,-0.00307258739673148,1,1.438535,[1.438535]
1075,19,44,0.0063,1.015,10.0,0.09642499999999998,1.520595945883637,1.5235691538055776,0.09723450775952915,0.09742462954009763,0.00278589582285835,-0.00297601760342684,1,1.5024799999999998,[1.5024799999999998]
1076,20,44,0.0063,1.015,10.0,0.09642499999999998,1.520595945883637,1.5235691538055776,0.09723450775952915,0.09742462954009763,0.00278589582285835,-0.00297601760342684,1,1.5664249999999997,[1.5664249999999997]
1077,21,44,0.0063,1.0,10.0,0.09642499999999998,1.520595945883637,1.5235691538055776,0.09579754459066912,0.09598485668975139,0.00278589582285835,-0.00297320792194062,1,1.6294249999999997,[1.6294249999999997]
1078,22,44,0.0063,1.0,10.0,0.09642499999999998,1.520595945883637,1.5235691538055776,0.09579754459066912,0.09598485668975139,0.00278589582285835,-0.00297320792194062,1,1.6924249999999996,[1.6924249999999996]
1079,23,44,0.0063,1.0,10.0,0.09642499999999998,1.520595945883637,1.5235691538055776,0.09579754459066912,0.09598485668975139,0.00278589582285835,-0.00297320792194062,1,1.7554249999999996,[1.7554249999999996]
1080,0,45,0.0063,1.0,10.0,0.09642499999999998,1.5235691538055776,1.5265423617275182,0.09598485668975139,0.09617216878883365,0.00278589582285835,-0.00297320792194062,1,0.063,[0.063]
1081,1,45,0.0063,1.0,10.0,0.09642499999999998,1.5235691538055776,1.5265423617275182,0.09598485668975139,0.09617216878883365,0.00278589582285835,-0.00297320792194062,1,0.126,[0.126]
1082,2,45,0.0063,1.0,10.0,0.09642499999999998,1.5235691538055776,1.5265423617275182,0.09598485668975139,0.09617216878883365,0.00278589582285835,-0.00297320792194062,1,0.189,[0.189]
1083,3,45,0.0063,1.0,10.0,0.09642499999999998,1.5235691538055776,1.5265423617275182,0.09598485668975139,0.09617216878883365,0.00278589582285835,-0.00297320792194062,1,0.252,[0.252]
1084,4,45,0.0063,1.015,10.0,0.09642499999999998,1.5235691538055776,1.5265423617275182,0.09742462954009763,0.09761475132066613,0.00278589582285835,-0.00297601760342685,1,0.315945,[0.315945]
1085,5,45,0.0063,1.015,10.0,0.09642499999999998,1.5235691538055776,1.5265423617275182,0.09742462954009763,0.09761475132066613,0.00278589582285835,-0.00297601760342685,1,0.37988999999999995,[0.37988999999999995]
1086,6,45,0.0063,1.015,10.0,0.09642499999999998,1.5235691538055776,1.5265423617275182,0.09742462954009763,0.09761475132066613,0.00278589582285835,-0.00297601760342685,1,0.4438349999999999,[0.4438349999999999]
1087,7,45,0.0063,1.015,10.0,0.09642499999999998,1.5235691538055776,1.5265423617275182,0.09742462954009763,0.09761475132066613,0.00278589582285835,-0.00297601760342685,1,0.5077799999999999,[0.5077799999999999]
1088,8,45,0.0063,1.015,10.0,0.09642499999999998,1.5235691538055776,1.5265423617275182,0.09742462954009763,0.09761475132066613,0.00278589582285835,-0.00297601760342685,1,0.5717249999999999,[0.5717249999999999]
1089,9,45,0.0063,1.015,10.0,0.09642499999999998,1.5235691538055776,1.5265423617275182,0.09742462954009763,0.09761475132066613,0.00278589582285835,-0.00297601760342685,1,0.63567,[0.63567]
1090,10,45,0.0063,1.015,10.0,0.09642499999999998,1.5235691538055776,1.5265423617275182,0.09742462954009763,0.09761475132066613,0.00278589582285835,-0.00297601760342685,1,0.699615,[0.699615]
1091,11,45,0.0063,1.015,10.0,0.09642499999999998,1.5235691538055776,1.5265423617275182,0.09742462954009763,0.09761475132066613,0.00278589582285835,-0.00297601760342685,1,0.76356,[0.76356]
1092,12,45,0.0095,1.015,10.0,0.09642499999999998,1.5235691538055776,1.5265423617275182,0.14691015565570278,0.1471968472295759,0.00278589582285835,-0.00307258739673148,1,0.859985,[0.859985]
1093,13,45,0.0095,1.015,10.0,0.09642499999999998,1.5235691538055776,1.5265423617275182,0.14691015565570278,0.1471968472295759,0.00278589582285835,-0.00307258739673148,1,0.95641,[0.95641]
1094,14,45,0.0095,1.015,10.0,0.09642499999999998,1.5235691538055776,1.5265423617275182,0.14691015565570278,0.1471968472295759,0.00278589582285835,-0.00307258739673148,1,1.052835,[1.052835]
1095,15,45,0.0095,1.015,10.0,0.09642499999999998,1.5235691538055776,1.5265423617275182,0.14691015565570278,0.1471968472295759,0.00278589582285835,-0.00307258739673148,1,1.14926,[1.14926]
1096,16,45,0.0095,1.015,10.0,0.09642499999999998,1.5235691538055776,1.5265423617275182,0.14691015565570278,0.1471968472295759,0.00278589582285835,-0.00307258739673148,1,1.245685,[1.245685]
1097,17,45,0.0095,1.015,10.0,0.09642499999999998,1.5235691538055776,1.5265423617275182,0.14691015565570278,0.1471968472295759,0.00278589582285835,-0.00307258739673148,1,1.34211,[1.34211]
1098,18,45,0.0095,1.015,10.0,0.09642499999999998,1.5235691538055776,1.5265423617275182,0.14691015565570278,0.1471968472295759,0.00278589582285835,-0.00307258739673148,1,1.438535,[1.438535]
1099,19,45,0.0063,1.015,10.0,0.09642499999999998,1.5235691538055776,1.5265423617275182,0.09742462954009763,0.09761475132066613,0.00278589582285835,-0.00297601760342685,1,1.5024799999999998,[1.5024799999999998]
1100,20,45,0.0063,1.015,10.0,0.09642499999999998,1.5235691538055776,1.5265423617275182,0.09742462954009763,0.09761475132066613,0.00278589582285835,-0.00297601760342685,1,1.5664249999999997,[1.5664249999999997]
1101,21,45,0.0063,1.0,10.0,0.09642499999999998,1.5235691538055776,1.5265423617275182,0.09598485668975139,0.09617216878883365,0.00278589582285835,-0.00297320792194062,1,1.6294249999999997,[1.6294249999999997]
1102,22,45,0.0063,1.0,10.0,0.09642499999999998,1.5235691538055776,1.5265423617275182,0.09598485668975139,0.09617216878883365,0.00278589582285835,-0.00297320792194062,1,1.6924249999999996,[1.6924249999999996]
1103,23,45,0.0063,1.0,10.0,0.09642499999999998,1.5235691538055776,1.5265423617275182,0.09598485668975139,0.09617216878883365,0.00278589582285835,-0.00297320792194062,1,1.7554249999999996,[1.7554249999999996]
1104,0,46,0.0063,1.0,10.0,0.09642499999999998,1.5265423617275182,1.529515569649459,0.09617216878883365,0.0963594808879159,0.00278589582285835,-0.00297320792194061,1,0.063,[0.063]
1105,1,46,0.0063,1.0,10.0,0.09642499999999998,1.5265423617275182,1.529515569649459,0.09617216878883365,0.0963594808879159,0.00278589582285835,-0.00297320792194061,1,0.126,[0.126]
1106,2,46,0.0063,1.0,10.0,0.09642499999999998,1.5265423617275182,1.529515569649459,0.09617216878883365,0.0963594808879159,0.00278589582285835,-0.00297320792194061,1,0.189,[0.189]
1107,3,46,0.0063,1.0,10.0,0.09642499999999998,1.5265423617275182,1.529515569649459,0.09617216878883365,0.0963594808879159,0.00278589582285835,-0.00297320792194061,1,0.252,[0.252]
1108,4,46,0.0063,1.015,10.0,0.09642499999999998,1.5265423617275182,1.529515569649459,0.09761475132066613,0.09780487310123463,0.00278589582285835,-0.00297601760342685,1,0.315945,[0.315945]
1109,5,46,0.0063,1.015,10.0,0.09642499999999998,1.5265423617275182,1.529515569649459,0.09761475132066613,0.09780487310123463,0.00278589582285835,-0.00297601760342685,1,0.37988999999999995,[0.37988999999999995]
1110,6,46,0.0063,1.015,10.0,0.09642499999999998,1.5265423617275182,1.529515569649459,0.09761475132066613,0.09780487310123463,0.00278589582285835,-0.00297601760342685,1,0.4438349999999999,[0.4438349999999999]
1111,7,46,0.0063,1.015,10.0,0.09642499999999998,1.5265423617275182,1.529515569649459,0.09761475132066613,0.09780487310123463,0.00278589582285835,-0.00297601760342685,1,0.5077799999999999,[0.5077799999999999]
1112,8,46,0.0063,1.015,10.0,0.09642499999999998,1.5265423617275182,1.529515569649459,0.09761475132066613,0.09780487310123463,0.00278589582285835,-0.00297601760342685,1,0.5717249999999999,[0.5717249999999999]
1113,9,46,0.0063,1.015,10.0,0.09642499999999998,1.5265423617275182,1.529515569649459,0.09761475132066613,0.09780487310123463,0.00278589582285835,-0.00297601760342685,1,0.63567,[0.63567]
1114,10,46,0.0063,1.015,10.0,0.09642499999999998,1.5265423617275182,1.529515569649459,0.09761475132066613,0.09780487310123463,0.00278589582285835,-0.00297601760342685,1,0.699615,[0.699615]
1115,11,46,0.0063,1.015,10.0,0.09642499999999998,1.5265423617275182,1.529515569649459,0.09761475132066613,0.09780487310123463,0.00278589582285835,-0.00297601760342685,1,0.76356,[0.76356]
1116,12,46,0.0095,1.015,10.0,0.09642499999999998,1.5265423617275182,1.529515569649459,0.1471968472295759,0.14748353880344905,0.00278589582285835,-0.0030725873967315,1,0.859985,[0.859985]
1117,13,46,0.0095,1.015,10.0,0.09642499999999998,1.5265423617275182,1.529515569649459,0.1471968472295759,0.14748353880344905,0.00278589582285835,-0.0030725873967315,1,0.95641,[0.95641]
1118,14,46,0.0095,1.015,10.0,0.09642499999999998,1.5265423617275182,1.529515569649459,0.1471968472295759,0.14748353880344905,0.00278589582285835,-0.0030725873967315,1,1.052835,[1.052835]
1119,15,46,0.0095,1.015,10.0,0.09642499999999998,1.5265423617275182,1.529515569649459,0.1471968472295759,0.14748353880344905,0.00278589582285835,-0.0030725873967315,1,1.14926,[1.14926]
1120,16,46,0.0095,1.015,10.0,0.09642499999999998,1.5265423617275182,1.529515569649459,0.1471968472295759,0.14748353880344905,0.00278589582285835,-0.0030725873967315,1,1.245685,[1.245685]
1121,17,46,0.0095,1.015,10.0,0.09642499999999998,1.5265423617275182,1.529515569649459,0.1471968472295759,0.14748353880344905,0.00278589582285835,-0.0030725873967315,1,1.34211,[1.34211]
1122,18,46,0.0095,1.015,10.0,0.09642499999999998,1.5265423617275182,1.529515569649459,0.1471968472295759,0.14748353880344905,0.00278589582285835,-0.0030725873967315,1,1.438535,[1.438535]
1123,19,46,0.0063,1.015,10.0,0.09642499999999998,1.5265423617275182,1.529515569649459,0.09761475132066613,0.09780487310123463,0.00278589582285835,-0.00297601760342685,1,1.5024799999999998,[1.5024799999999998]
1124,20,46,0.0063,1.015,10.0,0.09642499999999998,1.5265423617275182,1.529515569649459,0.09761475132066613,0.09780487310123463,0.00278589582285835,-0.00297601760342685,1,1.5664249999999997,[1.5664249999999997]
1125,21,46,0.0063,1.0,10.0,0.09642499999999998,1.5265423617275182,1.529515569649459,0.09617216878883365,0.0963594808879159,0.00278589582285835,-0.00297320792194061,1,1.6294249999999997,[1.6294249999999997]
1126,22,46,0.0063,1.0,10.0,0.09642499999999998,1.5265423617275182,1.529515569649459,0.09617216878883365,0.0963594808879159,0.00278589582285835,-0.00297320792194061,1,1.6924249999999996,[1.6924249999999996]
1127,23,46,0.0063,1.0,10.0,0.09642499999999998,1.5265423617275182,1.529515569649459,0.09617216878883365,0.0963594808879159,0.00278589582285835,-0.00297320792194061,1,1.7554249999999996,[1.7554249999999996]
1128,0,47,0.0063,1.0,10.0,0.09642499999999998,1.529515569649459,1.5324887775713996,0.0963594808879159,0.09654679298699817,0.00278589582285835,-0.00297320792194062,1,0.063,[0.063]
1129,1,47,0.0063,1.0,10.0,0.09642499999999998,1.529515569649459,1.5324887775713996,0.0963594808879159,0.09654679298699817,0.00278589582285835,-0.00297320792194062,1,0.126,[0.126]
1130,2,47,0.0063,1.0,10.0,0.09642499999999998,1.529515569649459,1.5324887775713996,0.0963594808879159,0.09654679298699817,0.00278589582285835,-0.00297320792194062,1,0.189,[0.189]
1131,3,47,0.0063,1.0,10.0,0.09642499999999998,1.529515569649459,1.5324887775713996,0.0963594808879159,0.09654679298699817,0.00278589582285835,-0.00297320792194062,1,0.252,[0.252]
1132,4,47,0.0063,1.015,10.0,0.09642499999999998,1.529515569649459,1.5324887775713996,0.09780487310123463,0.09799499488180313,0.00278589582285835,-0.00297601760342685,1,0.315945,[0.315945]
1133,5,47,0.0063,1.015,10.0,0.09642499999999998,1.529515569649459,1.5324887775713996,0.09780487310123463,0.09799499488180313,0.00278589582285835,-0.00297601760342685,1,0.37988999999999995,[0.37988999999999995]
1134,6,47,0.0063,1.015,10.0,0.09642499999999998,1.529515569649459,1.5324887775713996,0.09780487310123463,0.09799499488180313,0.00278589582285835,-0.00297601760342685,1,0.4438349999999999,[0.4438349999999999]
1135,7,47,0.0063,1.015,10.0,0.09642499999999998,1.529515569649459,1.5324887775713996,0.09780487310123463,0.09799499488180313,0.00278589582285835,-0.00297601760342685,1,0.5077799999999999,[0.5077799999999999]
1136,8,47,0.0063,1.015,10.0,0.09642499999999998,1.529515569649459,1.5324887775713996,0.09780487310123463,0.09799499488180313,0.00278589582285835,-0.00297601760342685,1,0.5717249999999999,[0.5717249999999999]
1137,9,47,0.0063,1.015,10.0,0.09642499999999998,1.529515569649459,1.5324887775713996,0.09780487310123463,0.09799499488180313,0.00278589582285835,-0.00297601760342685,1,0.63567,[0.63567]
1138,10,47,0.0063,1.015,10.0,0.09642499999999998,1.529515569649459,1.5324887775713996,0.09780487310123463,0.09799499488180313,0.00278589582285835,-0.00297601760342685,1,0.699615,[0.699615]
1139,11,47,0.0063,1.015,10.0,0.09642499999999998,1.529515569649459,1.5324887775713996,0.09780487310123463,0.09799499488180313,0.00278589582285835,-0.00297601760342685,1,0.76356,[0.76356]
1140,12,47,0.0095,1.015,10.0,0.09642499999999998,1.529515569649459,1.5324887775713996,0.14748353880344905,0.14777023037732218,0.00278589582285835,-0.00307258739673148,1,0.859985,[0.859985]
1141,13,47,0.0095,1.015,10.0,0.09642499999999998,1.529515569649459,1.5324887775713996,0.14748353880344905,0.14777023037732218,0.00278589582285835,-0.00307258739673148,1,0.95641,[0.95641]
1142,14,47,0.0095,1.015,10.0,0.09642499999999998,1.529515569649459,1.5324887775713996,0.14748353880344905,0.14777023037732218,0.00278589582285835,-0.00307258739673148,1,1.052835,[1.052835]
1143,15,47,0.0095,1.015,10.0,0.09642499999999998,1.529515569649459,1.5324887775713996,0.14748353880344905,0.14777023037732218,0.00278589582285835,-0.00307258739673148,1,1.14926,[1.14926]
1144,16,47,0.0095,1.015,10.0,0.09642499999999998,1.529515569649459,1.5324887775713996,0.14748353880344905,0.14777023037732218,0.00278589582285835,-0.00307258739673148,1,1.245685,[1.245685]
1145,17,47,0.0095,1.015,10.0,0.09642499999999998,1.529515569649459,1.5324887775713996,0.14748353880344905,0.14777023037732218,0.00278589582285835,-0.00307258739673148,1,1.34211,[1.34211]
1146,18,47,0.0095,1.015,10.0,0.09642499999999998,1.529515569649459,1.5324887775713996,0.14748353880344905,0.14777023037732218,0.00278589582285835,-0.00307258739673148,1,1.438535,[1.438535]
1147,19,47,0.0063,1.015,10.0,0.09642499999999998,1.529515569649459,1.5324887775713996,0.09780487310123463,0.09799499488180313,0.00278589582285835,-0.00297601760342685,1,1.5024799999999998,[1.5024799999999998]
1148,20,47,0.0063,1.015,10.0,0.09642499999999998,1.529515569649459,1.5324887775713996,0.09780487310123463,0.09799499488180313,0.00278589582285835,-0.00297601760342685,1,1.5664249999999997,[1.5664249999999997]
1149,21,47,0.0063,1.0,10.0,0.09642499999999998,1.529515569649459,1.5324887775713996,0.0963594808879159,0.09654679298699817,0.00278589582285835,-0.00297320792194062,1,1.6294249999999997,[1.6294249999999997]
1150,22,47,0.0063,1.0,10.0,0.09642499999999998,1.529515569649459,1.5324887775713996,0.0963594808879159,0.09654679298699817,0.00278589582285835,-0.00297320792194062,1,1.6924249999999996,[1.6924249999999996]
1151,23,47,0.0063,1.0,10.0,0.09642499999999998,1.529515569649459,1.5324887775713996,0.0963594808879159,0.09654679298699817,0.00278589582285835,-0.00297320792194062,1,1.7554249999999996,[1.7554249999999996]
1152,0,48,0.0063,1.0,10.0,0.09642499999999998,1.5324887775713996,1.5354619854933402,0.09654679298699817,0.09673410508608044,0.00278589582285835,-0.00297320792194062,1,0.063,[0.063]
1153,1,48,0.0063,1.0,10.0,0.09642499999999998,1.5324887775713996,1.5354619854933402,0.09654679298699817,0.09673410508608044,0.00278589582285835,-0.00297320792194062,1,0.126,[0.126]
1154,2,48,0.0063,1.0,10.0,0.09642499999999998,1.5324887775713996,1.5354619854933402,0.09654679298699817,0.09673410508608044,0.00278589582285835,-0.00297320792194062,1,0.189,[0.189]
1155,3,48,0.0063,1.0,10.0,0.09642499999999998,1.5324887775713996,1.5354619854933402,0.09654679298699817,0.09673410508608044,0.00278589582285835,-0.00297320792194062,1,0.252,[0.252]
1156,4,48,0.0063,1.015,10.0,0.09642499999999998,1.5324887775713996,1.5354619854933402,0.09799499488180313,0.09818511666237162,0.00278589582285835,-0.00297601760342684,1,0.315945,[0.315945]
1157,5,48,0.0063,1.015,10.0,0.09642499999999998,1.5324887775713996,1.5354619854933402,0.09799499488180313,0.09818511666237162,0.00278589582285835,-0.00297601760342684,1,0.37988999999999995,[0.37988999999999995]
1158,6,48,0.0063,1.015,10.0,0.09642499999999998,1.5324887775713996,1.5354619854933402,0.09799499488180313,0.09818511666237162,0.00278589582285835,-0.00297601760342684,1,0.4438349999999999,[0.4438349999999999]
1159,7,48,0.0063,1.015,10.0,0.09642499999999998,1.5324887775713996,1.5354619854933402,0.09799499488180313,0.09818511666237162,0.00278589582285835,-0.00297601760342684,1,0.5077799999999999,[0.5077799999999999]
1160,8,48,0.0063,1.015,10.0,0.09642499999999998,1.5324887775713996,1.5354619854933402,0.09799499488180313,0.09818511666237162,0.00278589582285835,-0.00297601760342684,1,0.5717249999999999,[0.5717249999999999]
1161,9,48,0.0063,1.015,10.0,0.09642499999999998,1.5324887775713996,1.5354619854933402,0.09799499488180313,0.09818511666237162,0.00278589582285835,-0.00297601760342684,1,0.63567,[0.63567]
1162,10,48,0.0063,1.015,10.0,0.09642499999999998,1.5324887775713996,1.5354619854933402,0.09799499488180313,0.09818511666237162,0.00278589582285835,-0.00297601760342684,1,0.699615,[0.699615]
1163,11,48,0.0063,1.015,10.0,0.09642499999999998,1.5324887775713996,1.5354619854933402,0.09799499488180313,0.09818511666237162,0.00278589582285835,-0.00297601760342684,1,0.76356,[0.76356]
1164,12,48,0.0095,1.015,10.0,0.09642499999999998,1.5324887775713996,1.5354619854933402,0.14777023037732218,0.1480569219511953,0.00278589582285835,-0.00307258739673148,1,0.859985,[0.859985]
1165,13,48,0.0095,1.015,10.0,0.09642499999999998,1.5324887775713996,1.5354619854933402,0.14777023037732218,0.1480569219511953,0.00278589582285835,-0.00307258739673148,1,0.95641,[0.95641]
1166,14,48,0.0095,1.015,10.0,0.09642499999999998,1.5324887775713996,1.5354619854933402,0.14777023037732218,0.1480569219511953,0.00278589582285835,-0.00307258739673148,1,1.052835,[1.052835]
1167,15,48,0.0095,1.015,10.0,0.09642499999999998,1.5324887775713996,1.5354619854933402,0.14777023037732218,0.1480569219511953,0.00278589582285835,-0.00307258739673148,1,1.14926,[1.14926]
1168,16,48,0.0095,1.015,10.0,0.09642499999999998,1.5324887775713996,1.5354619854933402,0.14777023037732218,0.1480569219511953,0.00278589582285835,-0.00307258739673148,1,1.245685,[1.245685]
1169,17,48,0.0095,1.015,10.0,0.09642499999999998,1.5324887775713996,1.5354619854933402,0.14777023037732218,0.1480569219511953,0.00278589582285835,-0.00307258739673148,1,1.34211,[1.34211]
1170,18,48,0.0095,1.015,10.0,0.09642499999999998,1.5324887775713996,1.5354619854933402,0.14777023037732218,0.1480569219511953,0.00278589582285835,-0.00307258739673148,1,1.438535,[1.438535]
1171,19,48,0.0063,1.015,10.0,0.09642499999999998,1.5324887775713996,1.5354619854933402,0.09799499488180313,0.09818511666237162,0.00278589582285835,-0.00297601760342684,1,1.5024799999999998,[1.5024799999999998]
1172,20,48,0.0063,1.015,10.0,0.09642499999999998,1.5324887775713996,1.5354619854933402,0.09799499488180313,0.09818511666237162,0.00278589582285835,-0.00297601760342684,1,1.5664249999999997,[1.5664249999999997]
1173,21,48,0.0063,1.0,10.0,0.09642499999999998,1.5324887775713996,1.5354619854933402,0.09654679298699817,0.09673410508608044,0.00278589582285835,-0.00297320792194062,1,1.6294249999999997,[1.6294249999999997]
1174,22,48,0.0063,1.0,10.0,0.09642499999999998,1.5324887775713996,1.5354619854933402,0.09654679298699817,0.09673410508608044,0.00278589582285835,-0.00297320792194062,1,1.6924249999999996,[1.6924249999999996]
1175,23,48,0.0063,1.0,10.0,0.09642499999999998,1.5324887775713996,1.5354619854933402,0.09654679298699817,0.09673410508608044,0.00278589582285835,-0.00297320792194062,1,1.7554249999999996,[1.7554249999999996]
1176,0,49,0.0063,1.0,10.0,0.09642499999999998,1.5354619854933402,1.538435193415281,0.09673410508608044,0.0969214171851627,0.00278589582285835,-0.00297320792194062,1,0.063,[0.063]
1177,1,49,0.0063,1.0,10.0,0.09642499999999998,1.5354619854933402,1.538435193415281,0.09673410508608044,0.0969214171851627,0.00278589582285835,-0.00297320792194062,1,0.126,[0.126]
1178,2,49,0.0063,1.0,10.0,0.09642499999999998,1.5354619854933402,1.538435193415281,0.09673410508608044,0.0969214171851627,0.00278589582285835,-0.00297320792194062,1,0.189,[0.189]
1179,3,49,0.0063,1.0,10.0,0.09642499999999998,1.5354619854933402,1.538435193415281,0.09673410508608044,0.0969214171851627,0.00278589582285835,-0.00297320792194062,1,0.252,[0.252]
1180,4,49,0.0063,1.015,10.0,0.09642499999999998,1.5354619854933402,1.538435193415281,0.09818511666237162,0.09837523844294012,0.00278589582285835,-0.00297601760342685,1,0.315945,[0.315945]
1181,5,49,0.0063,1.015,10.0,0.09642499999999998,1.5354619854933402,1.538435193415281,0.09818511666237162,0.09837523844294012,0.00278589582285835,-0.00297601760342685,1,0.37988999999999995,[0.37988999999999995]
1182,6,49,0.0063,1.015,10.0,0.09642499999999998,1.5354619854933402,1.538435193415281,0.09818511666237162,0.09837523844294012,0.00278589582285835,-0.00297601760342685,1,0.4438349999999999,[0.4438349999999999]
1183,7,49,0.0063,1.015,10.0,0.09642499999999998,1.5354619854933402,1.538435193415281,0.09818511666237162,0.09837523844294012,0.00278589582285835,-0.00297601760342685,1,0.5077799999999999,[0.5077799999999999]
1184,8,49,0.0063,1.015,10.0,0.09642499999999998,1.5354619854933402,1.538435193415281,0.09818511666237162,0.09837523844294012,0.00278589582285835,-0.00297601760342685,1,0.5717249999999999,[0.5717249999999999]
1185,9,49,0.0063,1.015,10.0,0.09642499999999998,1.5354619854933402,1.538435193415281,0.09818511666237162,0.09837523844294012,0.00278589582285835,-0.00297601760342685,1,0.63567,[0.63567]
1186,10,49,0.0063,1.015,10.0,0.09642499999999998,1.5354619854933402,1.538435193415281,0.09818511666237162,0.09837523844294012,0.00278589582285835,-0.00297601760342685,1,0.699615,[0.699615]
1187,11,49,0.0063,1.015,10.0,0.09642499999999998,1.5354619854933402,1.538435193415281,0.09818511666237162,0.09837523844294012,0.00278589582285835,-0.00297601760342685,1,0.76356,[0.76356]
1188,12,49,0.0095,1.015,10.0,0.09642499999999998,1.5354619854933402,1.538435193415281,0.1480569219511953,0.14834361352506845,0.00278589582285835,-0.0030725873967315,1,0.859985,[0.859985]
1189,13,49,0.0095,1.015,10.0,0.09642499999999998,1.5354619854933402,1.538435193415281,0.1480569219511953,0.14834361352506845,0.00278589582285835,-0.0030725873967315,1,0.95641,[0.95641]
1190,14,49,0.0095,1.015,10.0,0.09642499999999998,1.5354619854933402,1.538435193415281,0.1480569219511953,0.14834361352506845,0.00278589582285835,-0.0030725873967315,1,1.052835,[1.052835]
1191,15,49,0.0095,1.015,10.0,0.09642499999999998,1.5354619854933402,1.538435193415281,0.1480569219511953,0.14834361352506845,0.00278589582285835,-0.0030725873967315,1,1.14926,[1.14926]
1192,16,49,0.0095,1.015,10.0,0.09642499999999998,1.5354619854933402,1.538435193415281,0.1480569219511953,0.14834361352506845,0.00278589582285835,-0.0030725873967315,1,1.245685,[1.245685]
1193,17,49,0.0095,1.015,10.0,0.09642499999999998,1.5354619854933402,1.538435193415281,0.1480569219511953,0.14834361352506845,0.00278589582285835,-0.0030725873967315,1,1.34211,[1.34211]
1194,18,49,0.0095,1.015,10.0,0.09642499999999998,1.5354619854933402,1.538435193415281,0.1480569219511953,0.14834361352506845,0.00278589582285835,-0.0030725873967315,1,1.438535,[1.438535]
1195,19,49,0.0063,1.015,10.0,0.09642499999999998,1.5354619854933402,1.538435193415281,0.09818511666237162,0.09837523844294012,0.00278589582285835,-0.00297601760342685,1,1.5024799999999998,[1.5024799999999998]
1196,20,49,0.0063,1.015,10.0,0.09642499999999998,1.5354619854933402,1.538435193415281,0.09818511666237162,0.09837523844294012,0.00278589582285835,-0.00297601760342685,1,1.5664249999999997,[1.5664249999999997]
1197,21,49,0.0063,1.0,10.0,0.09642499999999998,1.5354619854933402,1.538435193415281,0.09673410508608044,0.0969214171851627,0.00278589582285835,-0.00297320792194062,1,1.6294249999999997,[1.6294249999999997]
1198,22,49,0.0063,1.0,10.0,0.09642499999999998,1.5354619854933402,1.538435193415281,0.09673410508608044,0.0969214171851627,0.00278589582285835,-0.00297320792194062,1,1.6924249999999996,[1.6924249999999996]
1199,23,49,0.0063,1.0,10.0,0.09642499999999998,1.5354619854933402,1.538435193415281,0.09673410508608044,0.0969214171851627,0.00278589582285835,-0.00297320792194062,1,1.7554249999999996,[1.7554249999999996]
1200,0,50,0.0063,1.0,10.0,0.09642499999999998,1.538435193415281,1.5414084013372216,0.0969214171851627,0.09710872928424497,0.00278589582285835,-0.00297320792194062,1,0.063,[0.063]
1201,1,50,0.0063,1.0,10.0,0.09642499999999998,1.538435193415281,1.5414084013372216,0.0969214171851627,0.09710872928424497,0.00278589582285835,-0.00297320792194062,1,0.126,[0.126]
1202,2,50,0.0063,1.0,10.0,0.09642499999999998,1.538435193415281,1.5414084013372216,0.0969214171851627,0.09710872928424497,0.00278589582285835,-0.00297320792194062,1,0.189,[0.189]
1203,3,50,0.0063,1.0,10.0,0.09642499999999998,1.538435193415281,1.5414084013372216,0.0969214171851627,0.09710872928424497,0.00278589582285835,-0.00297320792194062,1,0.252,[0.252]
1204,4,50,0.0063,1.015,10.0,0.09642499999999998,1.538435193415281,1.5414084013372216,0.09837523844294012,0.09856536022350862,0.00278589582285835,-0.00297601760342685,1,0.315945,[0.315945]
1205,5,50,0.0063,1.015,10.0,0.09642499999999998,1.538435193415281,1.5414084013372216,0.09837523844294012,0.09856536022350862,0.00278589582285835,-0.00297601760342685,1,0.37988999999999995,[0.37988999999999995]
1206,6,50,0.0063,1.015,10.0,0.09642499999999998,1.538435193415281,1.5414084013372216,0.09837523844294012,0.09856536022350862,0.00278589582285835,-0.00297601760342685,1,0.4438349999999999,[0.4438349999999999]
1207,7,50,0.0063,1.015,10.0,0.09642499999999998,1.538435193415281,1.5414084013372216,0.09837523844294012,0.09856536022350862,0.00278589582285835,-0.00297601760342685,1,0.5077799999999999,[0.5077799999999999]
1208,8,50,0.0063,1.015,10.0,0.09642499999999998,1.538435193415281,1.5414084013372216,0.09837523844294012,0.09856536022350862,0.00278589582285835,-0.00297601760342685,1,0.5717249999999999,[0.5717249999999999]
