cycle,day,currentState'N_f',currentState'N_s',currentState'N_L',currentState'W_f',currentState'W_s',currentState'W_L',currentState'A_L',prevState'N_f',prevState'N_s',prevState'N_L',prevState'W_f',prevState'W_s',prevState'W_L',prevState'A_L',d_Int'N_f',d_Int'N_s',d_Int'N_L',d_Int'W_f',d_Int'W_s',d_Int'W_L',d_Int'A_L',LAI
1200,50,1.5346522089474584,1.3171502054718671,4.709806631341264,0.0,1.5,0.05,0.5,1.5031660628517405,1.2858205578791244,4.686923336146756,0.0,1.5,0.05,0.5,-0.03148614609571791,-0.03135278803461009,-0.02288329519450803,0.0,0.0,0.0,0.0,0.03438158840879123
1224,51,1.5661383550431762,1.3485029935064772,4.732689926535772,0.0,1.5,0.05,0.5,1.5346522089474584,1.3171502054718671,4.709806631341264,0.0,1.5,0.05,0.5,-0.03148614609571791,-0.03137250684598494,-0.02288329519450803,0.0,0.0,0.0,0.0,0.03454863646371114
1248,52,1.597624501138894,1.379875500352462,4.75557322173028,0.0,1.5,0.05,0.5,1.5661383550431762,1.3485029935064772,4.732689926535772,0.0,1.5,0.05,0.5,-0.03148614609571785,-0.03138930996168454,-0.02288329519450803,0.0,0.0,0.0,0.0,0.03471568451863104
1272,53,1.629110647234612,1.4112648103141465,4.778456516924789,0.0,1.5,0.05,0.5,1.597624501138894,1.379875500352462,4.75557322173028,0.0,1.5,0.05,0.5,-0.03148614609571791,-0.03140362850715089,-0.02288329519450803,0.0,0.0,0.0,0.0,0.03488273257355096
1296,54,1.6605967933303298,1.4426684388212974,4.801339812119297,0.0,1.5,0.05,0.5,1.629110647234612,1.4112648103141465,4.778456516924789,0.0,1.5,0.05,0.5,-0.03148614609571785,-0.0314158298600391,-0.02288329519450803,0.0,0.0,0.0,0.0,0.03504978062847087
1320,55,1.6920829394260477,1.4740842686813365,4.824223107313805,0.0,1.5,0.05,0.5,1.6605967933303298,1.4426684388212974,4.801339812119297,0.0,1.5,0.05,0.5,-0.03148614609571791,-0.03142622707619855,-0.02288329519450803,0.0,0.0,0.0,0.0,0.03521682868339077
1344,56,1.7235690855217656,1.505510495757535,4.847106402508313,0.0,1.5,0.05,0.5,1.6920829394260477,1.4740842686813365,4.824223107313805,0.0,1.5,0.05,0.5,-0.03148614609571791,-0.03143508692189406,-0.02288329519450803,0.0,0.0,0.0,0.0,0.03538387673831069
1368,57,1.7550552316174834,1.536945582679429,4.869989697702821,0.0,1.5,0.05,0.5,1.7235690855217656,1.505510495757535,4.847106402508313,0.0,1.5,0.05,0.5,-0.03148614609571785,-0.03144263671835351,-0.02288329519450803,0.0,0.0,0.0,0.0,0.0355509247932306
1392,58,1.7865413777132013,1.5683882193977825,4.892872992897329,0.0,1.5,0.05,0.5,1.7550552316174834,1.536945582679429,4.869989697702821,0.0,1.5,0.05,0.5,-0.03148614609571791,-0.03144907017425533,-0.02288329519450803,0.0,0.0,0.0,0.0,0.0357179728481505
1416,59,1.8180275238089192,1.5998372895720379,4.9157562880918375,0.0,1.5,0.05,0.5,1.7865413777132013,1.5683882193977825,4.892872992897329,0.0,1.5,0.05,0.5,-0.03148614609571785,-0.03145455235580322,-0.02288329519450803,0.0,0.0,0.0,0.0,0.03588502090307041
1440,60,1.849513669904637,1.631291841927841,4.938639583286346,0.0,1.5,0.05,0.5,1.8180275238089192,1.5998372895720379,4.9157562880918375,0.0,1.5,0.05,0.5,-0.03148614609571791,-0.0314592239219075,-0.02288329519450803,0.0,0.0,0.0,0.0,0.03605206895799033
1464,61,1.880999816000355,1.6627510658497486,4.961522878480854,0.0,1.5,0.05,0.5,1.849513669904637,1.631291841927841,4.938639583286346,0.0,1.5,0.05,0.5,-0.03148614609571791,-0.03146320473313674,-0.02288329519450803,0.0,0.0,0.0,0.0,0.03621911701291023
1488,62,1.9124859620960728,1.6942142705828853,4.984406173675362,0.0,1.5,0.05,0.5,1.880999816000355,1.6627510658497486,4.961522878480854,0.0,1.5,0.05,0.5,-0.03148614609571785,-0.03146659692703682,-0.02288329519450803,0.0,0.0,0.0,0.0,0.03638616506783014
1512,63,1.9439721081917907,1.7256808675099222,5.00728946886987,0.0,1.5,0.05,0.5,1.9124859620960728,1.6942142705828853,4.984406173675362,0.0,1.5,0.05,0.5,-0.03148614609571791,-0.03146948753872209,-0.02288329519450803,0.0,0.0,0.0,0.0,0.03655321312275005
1536,64,1.9754582542875085,1.7571503550486443,5.030172764064378,0.0,1.5,0.05,0.5,1.9439721081917907,1.7256808675099222,5.00728946886987,0.0,1.5,0.05,0.5,-0.03148614609571785,-0.03147195073397588,-0.02288329519450803,0.0,0.0,0.0,0.0,0.03672026117766996
1560,65,2.0069444003832264,1.78862230578262,5.0530560592588865,0.0,1.5,0.05,0.5,1.9754582542875085,1.7571503550486443,5.030172764064378,0.0,1.5,0.05,0.5,-0.03148614609571791,-0.03147404971215736,-0.02288329519450803,0.0,0.0,0.0,0.0,0.03688730923258987
1584,66,2.0384305464789443,1.8200963554947773,5.075939354453395,0.0,1.5,0.05,0.5,2.0069444003832264,1.78862230578262,5.0530560592588865,0.0,1.5,0.05,0.5,-0.03148614609571791,-0.03147583832773687,-0.02288329519450803,0.0,0.0,0.0,0.0,0.03705435728750978
1608,67,2.069916692574662,1.8515721938225143,5.098822649647903,0.0,1.5,0.05,0.5,2.0384305464789443,1.8200963554947773,5.075939354453395,0.0,1.5,0.05,0.5,-0.03148614609571785,-0.03147736247206551,-0.02288329519450803,0.0,0.0,0.0,0.0,0.03722140534242969
1632,68,2.10140283867038,1.8830495562945797,5.121705944842411,0.0,1.5,0.05,0.5,2.069916692574662,1.8515721938225143,5.098822649647903,0.0,1.5,0.05,0.5,-0.03148614609571791,-0.0314786612508311,-0.02288329519450803,0.0,0.0,0.0,0.0,0.0373884533973496
1656,69,2.132888984766098,1.9145282175454108,5.144589240036919,0.0,1.5,0.05,0.5,2.10140283867038,1.8830495562945797,5.121705944842411,0.0,1.5,0.05,0.5,-0.03148614609571785,-0.03147976798741128,-0.02288329519450803,0.0,0.0,0.0,0.0,0.03755550145226951
1680,70,2.1643751308618158,1.946007985532822,5.167472535231427,0.0,1.5,0.05,0.5,2.132888984766098,1.9145282175454108,5.144589240036919,0.0,1.5,0.05,0.5,-0.03148614609571791,-0.03148071107786701,-0.02288329519450803,0.0,0.0,0.0,0.0,0.03772254950718942
1704,71,2.1958612769575336,1.977488696610689,5.190355830425935,0.0,1.5,0.05,0.5,2.1643751308618158,1.946007985532822,5.167472535231427,0.0,1.5,0.05,0.5,-0.03148614609571791,-0.03148151471951366,-0.02288329519450803,0.0,0.0,0.0,0.0,0.03788959756210933
1728,72,2.2273474230532515,2.008970211330203,5.213239125620444,0.0,1.5,0.05,0.5,2.1958612769575336,1.977488696610689,5.190355830425935,0.0,1.5,0.05,0.5,-0.03148614609571785,-0.03148219953176287,-0.02288329519450803,0.0,0.0,0.0,0.0,0.03805664561702924
1752,73,2.2588335691489694,2.0404524108619655,5.236122420814952,0.0,1.5,0.05,0.5,2.2273474230532515,2.008970211330203,5.213239125620444,0.0,1.5,0.05,0.5,-0.03148614609571791,-0.03148278308516456,-0.02288329519450803,0.0,0.0,0.0,0.0,0.03822369367194915
1776,74,2.2903197152446872,2.07193519394713,5.25900571600946,0.0,1.5,0.05,0.5,2.2588335691489694,2.0404524108619655,5.236122420814952,0.0,1.5,0.05,0.5,-0.03148614609571785,-0.03148328035222292,-0.02288329519450803,0.0,0.0,0.0,0.0,0.03839074172686906
1800,75,2.321805861340405,2.103418474299353,5.281889011203968,0.0,1.5,0.05,0.5,2.2903197152446872,2.07193519394713,5.25900571600946,0.0,1.5,0.05,0.5,-0.03148614609571791,-0.03148370409155266,-0.02288329519450803,0.0,0.0,0.0,0.0,0.03855778978178897
1824,76,2.353292007436123,2.134902178390906,5.304772306398476,0.0,1.5,0.05,0.5,2.321805861340405,2.103418474299353,5.281889011203968,0.0,1.5,0.05,0.5,-0.03148614609571791,-0.031484065175233,-0.02288329519450803,0.0,0.0,0.0,0.0,0.03872483783670887
1848,77,2.384778153531841,2.166386243566139,5.327655601592984,0.0,1.5,0.05,0.5,2.353292007436123,2.134902178390906,5.304772306398476,0.0,1.5,0.05,0.5,-0.03148614609571785,-0.03148437286775779,-0.02288329519450803,0.0,0.0,0.0,0.0,0.03889188589162879
1872,78,2.4162642996275587,2.197870616433897,5.3505388967874925,0.0,1.5,0.05,0.5,2.384778153531841,2.166386243566139,5.327655601592984,0.0,1.5,0.05,0.5,-0.03148614609571791,-0.03148463506373889,-0.02288329519450803,0.0,0.0,0.0,0.0,0.0390589339465487
1896,79,2.4477504457232766,2.2293552514976356,5.373422191982001,0.0,1.5,0.05,0.5,2.4162642996275587,2.197870616433897,5.3505388967874925,0.0,1.5,0.05,0.5,-0.03148614609571791,-0.03148485849046184,-0.02288329519450803,0.0,0.0,0.0,0.0,0.0392259820014686
1920,80,2.4792365918189945,2.2608401099880973,5.396305487176509,0.0,1.5,0.05,0.5,2.4477504457232766,2.2293552514976356,5.373422191982001,0.0,1.5,0.05,0.5,-0.03148614609571785,-0.0314850488804912,-0.02288329519450803,0.0,0.0,0.0,0.0,0.03939303005638851
1944,81,2.5107227379147123,2.2923251588685885,5.419188782371017,0.0,1.5,0.05,0.5,2.4792365918189945,2.2608401099880973,5.396305487176509,0.0,1.5,0.05,0.5,-0.03148614609571785,-0.03148521111875346,-0.02288329519450803,0.0,0.0,0.0,0.0,0.03956007811130843
1968,82,2.54220888401043,2.323810369987342,5.442072077565525,0.0,1.5,0.05,0.5,2.5107227379147123,2.2923251588685885,5.419188782371017,0.0,1.5,0.05,0.5,-0.03148614609571796,-0.03148534936787206,-0.02288329519450803,0.0,0.0,0.0,0.0,0.03972712616622833
1992,83,2.573695030106148,2.355295719355214,5.464955372760033,0.0,1.5,0.05,0.5,2.54220888401043,2.323810369987342,5.442072077565525,0.0,1.5,0.05,0.5,-0.03148614609571785,-0.03148546717496953,-0.02288329519450803,0.0,0.0,0.0,0.0,0.03989417422114824
2016,84,2.605181176201866,2.3867811865301833,5.4878386679545414,0.0,1.5,0.05,0.5,2.573695030106148,2.355295719355214,5.464955372760033,0.0,1.5,0.05,0.5,-0.03148614609571785,-0.03148556756267812,-0.02288329519450803,0.0,0.0,0.0,0.0,0.04006122227606815
2040,85,2.636667322297584,2.4182667540928615,5.51072196314905,0.0,1.5,0.05,0.5,2.605181176201866,2.3867811865301833,5.4878386679545414,0.0,1.5,0.05,0.5,-0.03148614609571796,-0.03148565310669243,-0.02288329519450803,0.0,0.0,0.0,0.0,0.04022827033098806
2064,86,2.6681534683933017,2.449752407199554,5.533605258343558,0.0,1.5,0.05,0.5,2.636667322297584,2.4182667540928615,5.51072196314905,0.0,1.5,0.05,0.5,-0.03148614609571785,-0.03148572600185551,-0.02288329519450803,0.0,0.0,0.0,0.0,0.04039531838590797
2088,87,2.6996396144890196,2.4812381332014093,5.556488553538066,0.0,1.5,0.05,0.5,2.6681534683933017,2.449752407199554,5.533605258343558,0.0,1.5,0.05,0.5,-0.03148614609571785,-0.03148578811847269,-0.02288329519450803,0.0,0.0,0.0,0.0,0.04056236644082788
2112,88,2.7311257605847374,2.512723921319882,5.579371848732574,0.0,1.5,0.05,0.5,2.6996396144890196,2.4812381332014093,5.556488553538066,0.0,1.5,0.05,0.5,-0.03148614609571785,-0.03148584105029939,-0.02288329519450803,0.0,0.0,0.0,0.0,0.04072941449574779
2136,89,2.7626119066804553,2.5442097623701816,5.602255143927082,0.0,1.5,0.05,0.5,2.7311257605847374,2.512723921319882,5.579371848732574,0.0,1.5,0.05,0.5,-0.03148614609571796,-0.03148588615543224,-0.02288329519450803,0.0,0.0,0.0,0.0,0.0408964625506677
2160,90,2.794098052776173,2.5756956485256137,5.62513843912159,0.0,1.5,0.05,0.5,2.7626119066804553,2.5442097623701816,5.602255143927082,0.0,1.5,0.05,0.5,-0.03148614609571785,-0.03148592459115496,-0.02288329519450803,0.0,0.0,0.0,0.0,0.04106351060558761
2184,91,2.825584198871891,2.607181573116769,5.6480217343160986,0.0,1.5,0.05,0.5,2.794098052776173,2.5756956485256137,5.62513843912159,0.0,1.5,0.05,0.5,-0.03148614609571785,-0.03148595734363097,-0.02288329519450803,0.0,0.0,0.0,0.0,0.04123055866050752
2208,92,2.857070344967609,2.6386675304604,5.670905029510607,0.0,1.5,0.05,0.5,2.825584198871891,2.607181573116769,5.6480217343160986,0.0,1.5,0.05,0.5,-0.03148614609571796,-0.03148598525320584,-0.02288329519450803,0.0,0.0,0.0,0.0,0.04139760671542743
2232,93,2.888556491063327,2.6701535157136056,5.693788324705115,0.0,1.5,0.05,0.5,2.857070344967609,2.6386675304604,5.670905029510607,0.0,1.5,0.05,0.5,-0.03148614609571785,-0.03148600903596882,-0.02288329519450803,0.0,0.0,0.0,0.0,0.04156465477034734
2256,94,2.9200426371590447,2.7016395247495746,5.716671619899623,0.0,1.5,0.05,0.5,2.888556491063327,2.6701535157136056,5.693788324705115,0.0,1.5,0.05,0.5,-0.03148614609571785,-0.03148602930212535,-0.02288329519450803,0.0,0.0,0.0,0.0,0.04173170282526725
2280,95,2.9515287832547625,2.7331255540517,5.739554915094131,0.0,1.5,0.05,0.5,2.9200426371590447,2.7016395247495746,5.716671619899623,0.0,1.5,0.05,0.5,-0.03148614609571796,-0.03148604657165371,-0.02288329519450803,0.0,0.0,0.0,0.0,0.04189875088018716
2304,96,2.9830149293504804,2.7646116006233536,5.762438210288639,0.0,1.5,0.05,0.5,2.9515287832547625,2.7331255540517,5.739554915094131,0.0,1.5,0.05,0.5,-0.03148614609571785,-0.03148606128764636,-0.02288329519450803,0.0,0.0,0.0,0.0,0.04206579893510707
2328,97,3.0145010754461983,2.796097661911,5.7853215054831475,0.0,1.5,0.05,0.5,2.9830149293504804,2.7646116006233536,5.762438210288639,0.0,1.5,0.05,0.5,-0.03148614609571785,-0.03148607382767843,-0.02288329519450803,0.0,0.0,0.0,0.0,0.04223284699002697
2352,98,3.045987221541916,2.827583735738678,5.808204800677656,0.0,1.5,0.05,0.5,3.0145010754461983,2.796097661911,5.7853215054831475,0.0,1.5,0.05,0.5,-0.03148614609571785,-0.03148608451349544,-0.02288329519450803,0.0,0.0,0.0,0.0,0.04239989504494689
2376,99,3.077473367637634,2.8590698202521736,5.831088095872164,0.0,1.5,0.05,0.5,3.045987221541916,2.827583735738678,5.808204800677656,0.0,1.5,0.05,0.5,-0.03148614609571796,-0.03148609361926846,-0.02288329519450803,0.0,0.0,0.0,0.0,0.0425669430998668
2400,100,3.108959513733352,2.890555913871442,5.853971391066672,0.0,1.5,0.05,0.5,3.077473367637634,2.8590698202521736,5.831088095872164,0.0,1.5,0.05,0.5,-0.03148614609571785,-0.03148610137862845,-0.02288329519450803,0.0,0.0,0.0,0.0,0.0427339911547867
2424,101,3.1404456598290698,2.9220420152500703,5.87685468626118,0.0,1.5,0.05,0.5,3.108959513733352,2.890555913871442,5.853971391066672,0.0,1.5,0.05,0.5,-0.03148614609571785,-0.03148610799066109,-0.02288329519450803,0.0,0.0,0.0,0.0,0.04290103920970662
2448,102,3.1719318059247876,2.9535281232407313,5.899737981455688,0.0,1.5,0.05,0.5,3.1404456598290698,2.9220420152500703,5.87685468626118,0.0,1.5,0.05,0.5,-0.03148614609571796,-0.03148611362501436,-0.02288329519450803,0.0,0.0,0.0,0.0,0.04306808726462653
2472,103,3.2034179520205055,2.9850142368657457,5.922621276650196,0.0,1.5,0.05,0.5,3.1719318059247876,2.9535281232407313,5.899737981455688,0.0,1.5,0.05,0.5,-0.03148614609571785,-0.03148611842625154,-0.02288329519450803,0.0,0.0,0.0,0.0,0.04323513531954643
2496,104,3.2349040981162234,3.0165003552919973,5.945504571844705,0.0,1.5,0.05,0.5,3.2034179520205055,2.9850142368657457,5.922621276650196,0.0,1.5,0.05,0.5,-0.03148614609571785,-0.03148612251756017,-0.02288329519450803,0.0,0.0,0.0,0.0,0.04340218337446634
2520,105,3.2663902442119412,3.0479864778095576,5.968387867039213,0.0,1.5,0.05,0.5,3.2349040981162234,3.0165003552919973,5.945504571844705,0.0,1.5,0.05,0.5,-0.03148614609571796,-0.03148612600391293,-0.02288329519450803,0.0,0.0,0.0,0.0,0.04356923142938626
2544,106,3.297876390307659,3.0794726038134703,5.991271162233721,0.0,1.5,0.05,0.5,3.2663902442119412,3.0479864778095576,5.968387867039213,0.0,1.5,0.05,0.5,-0.03148614609571785,-0.03148612897476077,-0.02288329519450803,0.0,0.0,0.0,0.0,0.04373627948430616
2568,107,3.329362536403377,3.110958732788231,6.014154457428229,0.0,1.5,0.05,0.5,3.297876390307659,3.0794726038134703,5.991271162233721,0.0,1.5,0.05,0.5,-0.03148614609571785,-0.03148613150632823,-0.02288329519450803,0.0,0.0,0.0,0.0,0.04390332753922607
2592,108,3.360848682499095,3.1424448642945593,6.037037752622737,0.0,1.5,0.05,0.5,3.329362536403377,3.110958732788231,6.014154457428229,0.0,1.5,0.05,0.5,-0.03148614609571785,-0.03148613366356884,-0.02288329519450803,0.0,0.0,0.0,0.0,0.04407037559414598
2616,109,3.3923348285948127,3.173930997958128,6.059921047817245,0.0,1.5,0.05,0.5,3.360848682499095,3.1424448642945593,6.037037752622737,0.0,1.5,0.05,0.5,-0.03148614609571796,-0.03148613550183194,-0.02288329519450803,0.0,0.0,0.0,0.0,0.04423742364906589
2640,110,3.4238209746905306,3.20541713345996,6.0828043430117535,0.0,1.5,0.05,0.5,3.3923348285948127,3.173930997958128,6.059921047817245,0.0,1.5,0.05,0.5,-0.03148614609571785,-0.03148613706828268,-0.02288329519450803,0.0,0.0,0.0,0.0,0.0444044717039858
2664,111,3.4553071207862485,3.236903270528243,6.105687638206262,0.0,1.5,0.05,0.5,3.4238209746905306,3.20541713345996,6.0828043430117535,0.0,1.5,0.05,0.5,-0.03148614609571785,-0.03148613840311232,-0.02288329519450803,0.0,0.0,0.0,0.0,0.04457151975890571
2688,112,3.4867932668819663,3.268389408931355,6.12857093340077,0.0,1.5,0.05,0.5,3.4553071207862485,3.236903270528243,6.105687638206262,0.0,1.5,0.05,0.5,-0.03148614609571796,-0.03148613954056917,-0.02288329519450803,0.0,0.0,0.0,0.0,0.04473856781382562
2712,113,3.518279412977684,3.299875548471924,6.151454228595278,0.0,1.5,0.05,0.5,3.4867932668819663,3.268389408931355,6.12857093340077,0.0,1.5,0.05,0.5,-0.03148614609571785,-0.03148614050983745,-0.02288329519450803,0.0,0.0,0.0,0.0,0.04490561586874553
2736,114,3.549765559073402,3.3313616889817617,6.174337523789786,0.0,1.5,0.05,0.5,3.518279412977684,3.299875548471924,6.151454228595278,0.0,1.5,0.05,0.5,-0.03148614609571785,-0.0314861413357862,-0.02288329519450803,0.0,0.0,0.0,0.0,0.04507266392366544
2760,115,3.58125170516912,3.362847830317548,6.197220818984294,0.0,1.5,0.05,0.5,3.549765559073402,3.3313616889817617,6.174337523789786,0.0,1.5,0.05,0.5,-0.03148614609571796,-0.03148614203960715,-0.02288329519450803,0.0,0.0,0.0,0.0,0.04523971197858535
2784,116,3.612737851264838,3.3943339723571553,6.2201041141788025,0.0,1.5,0.05,0.5,3.58125170516912,3.362847830317548,6.197220818984294,0.0,1.5,0.05,0.5,-0.03148614609571785,-0.03148614263935851,-0.02288329519450803,0.0,0.0,0.0,0.0,0.04540676003350526
2808,117,3.6442239973605557,3.425820114996514,6.242987409373311,0.0,1.5,0.05,0.5,3.612737851264838,3.3943339723571553,6.2201041141788025,0.0,1.5,0.05,0.5,-0.03148614609571785,-0.03148614315042847,-0.02288329519450803,0.0,0.0,0.0,0.0,0.04557380808842517
2832,118,3.6757101434562736,3.4573062581469425,6.265870704567819,0.0,1.5,0.05,0.5,3.6442239973605557,3.425820114996514,6.242987409373311,0.0,1.5,0.05,0.5,-0.03148614609571785,-0.03148614358592972,-0.02288329519450803,0.0,0.0,0.0,0.0,0.04574085614334508
2856,119,3.7071962895519914,3.488792401732872,6.288753999762327,0.0,1.5,0.05,0.5,3.6757101434562736,3.4573062581469425,6.265870704567819,0.0,1.5,0.05,0.5,-0.03148614609571796,-0.03148614395703619,-0.02288329519450803,0.0,0.0,0.0,0.0,0.04590790419826499
2880,120,3.7386824356477093,3.520278545689908,6.311637294956835,0.0,1.5,0.05,0.5,3.7071962895519914,3.488792401732872,6.288753999762327,0.0,1.5,0.05,0.5,-0.03148614609571785,-0.03148614427326951,-0.02288329519450803,0.0,0.0,0.0,0.0,0.0460749522531849
2904,121,3.770168581743427,3.5517646899631776,6.334520590151343,0.0,1.5,0.05,0.5,3.7386824356477093,3.520278545689908,6.311637294956835,0.0,1.5,0.05,0.5,-0.03148614609571785,-0.0314861445427434,-0.02288329519450803,0.0,0.0,0.0,0.0,0.0462420003081048
2928,122,3.801654727839145,3.583250834505921,6.357403885345851,0.0,1.5,0.05,0.5,3.770168581743427,3.5517646899631776,6.334520590151343,0.0,1.5,0.05,0.5,-0.03148614609571796,-0.03148614477237194,-0.02288329519450803,0.0,0.0,0.0,0.0,0.04640904836302472
2952,123,3.833140873934863,3.614736979278293,6.38028718054036,0.0,1.5,0.05,0.5,3.801654727839145,3.583250834505921,6.357403885345851,0.0,1.5,0.05,0.5,-0.03148614609571785,-0.03148614496804669,-0.02288329519450803,0.0,0.0,0.0,0.0,0.04657609641794463
2976,124,3.864627020030581,3.6462231242463394,6.403170475734868,0.0,1.5,0.05,0.5,3.833140873934863,3.614736979278293,6.38028718054036,0.0,1.5,0.05,0.5,-0.03148614609571785,-0.03148614513478831,-0.02288329519450803,0.0,0.0,0.0,0.0,0.04674314447286453
3000,125,3.8961131661262987,3.6777092693811277,6.426053770929376,0.0,1.5,0.05,0.5,3.864627020030581,3.6462231242463394,6.403170475734868,0.0,1.5,0.05,0.5,-0.03148614609571796,-0.03148614527687488,-0.02288329519450803,0.0,0.0,0.0,0.0,0.04691019252778444
3024,126,3.9275993122220165,3.7091954146580024,6.448937066123884,0.0,1.5,0.05,0.5,3.8961131661262987,3.6777092693811277,6.426053770929376,0.0,1.5,0.05,0.5,-0.03148614609571785,-0.03148614539795197,-0.02288329519450803,0.0,0.0,0.0,0.0,0.04707724058270436
3048,127,3.9590854583177344,3.7406815600559544,6.471820361318392,0.0,1.5,0.05,0.5,3.9275993122220165,3.7091954146580024,6.448937066123884,0.0,1.5,0.05,0.5,-0.03148614609571785,-0.03148614550112622,-0.02288329519450803,0.0,0.0,0.0,0.0,0.04724428863762426
3072,128,3.9905716044134523,3.772167705557081,6.4947036565129,0.0,1.5,0.05,0.5,3.9590854583177344,3.7406815600559544,6.471820361318392,0.0,1.5,0.05,0.5,-0.03148614609571785,-0.03148614558904472,-0.02288329519450803,0.0,0.0,0.0,0.0,0.04741133669254417
3096,129,4.02205775050917,3.8036538511461258,6.5175869517074085,0.0,1.5,0.05,0.5,3.9905716044134523,3.772167705557081,6.4947036565129,0.0,1.5,0.05,0.5,-0.03148614609571785,-0.03148614566396313,-0.02288329519450803,0.0,0.0,0.0,0.0,0.04757838474746409
3120,130,4.053543896604888,3.835139996810089,6.540470246901917,0.0,1.5,0.05,0.5,4.02205775050917,3.8036538511461258,6.5175869517074085,0.0,1.5,0.05,0.5,-0.03148614609571785,-0.03148614572780395,-0.02288329519450803,0.0,0.0,0.0,0.0,0.04774543280238399
3144,131,4.085030042700605,3.8666261425378927,6.563353542096425,0.0,1.5,0.05,0.5,4.053543896604888,3.835139996810089,6.540470246901917,0.0,1.5,0.05,0.5,-0.03148614609571796,-0.03148614578220504,-0.02288329519450803,0.0,0.0,0.0,0.0,0.0479124808573039
3168,132,4.116516188796323,3.898112288320098,6.586236837290933,0.0,1.5,0.05,0.5,4.085030042700605,3.8666261425378927,6.563353542096425,0.0,1.5,0.05,0.5,-0.03148614609571785,-0.0314861458285623,-0.02288329519450803,0.0,0.0,0.0,0.0,0.04807952891222381
3192,133,4.148002334892041,3.92959843414866,6.609120132485441,0.0,1.5,0.05,0.5,4.116516188796323,3.898112288320098,6.586236837290933,0.0,1.5,0.05,0.5,-0.03148614609571785,-0.03148614586806492,-0.02288329519450803,0.0,0.0,0.0,0.0,0.04824657696714372
3216,134,4.179488480987759,3.961084580016725,6.632003427679949,0.0,1.5,0.05,0.5,4.148002334892041,3.92959843414866,6.609120132485441,0.0,1.5,0.05,0.5,-0.03148614609571785,-0.03148614590172655,-0.02288329519450803,0.0,0.0,0.0,0.0,0.04841362502206363
3240,135,4.210974627083477,3.9925707259184513,6.6548867228744575,0.0,1.5,0.05,0.5,4.179488480987759,3.961084580016725,6.632003427679949,0.0,1.5,0.05,0.5,-0.03148614609571796,-0.03148614593041082,-0.02288329519450803,0.0,0.0,0.0,0.0,0.04858067307698354
3264,136,4.242460773179195,4.024056871848862,6.677770018068966,0.0,1.5,0.05,0.5,4.210974627083477,3.9925707259184513,6.6548867228744575,0.0,1.5,0.05,0.5,-0.03148614609571785,-0.03148614595485377,-0.02288329519450803,0.0,0.0,0.0,0.0,0.04874772113190345
3288,137,4.273946919274913,4.055543017803716,6.700653313263474,0.0,1.5,0.05,0.5,4.242460773179195,4.024056871848862,6.677770018068966,0.0,1.5,0.05,0.5,-0.03148614609571785,-0.03148614597568244,-0.02288329519450803,0.0,0.0,0.0,0.0,0.04891476918682336
3312,138,4.3054330653706305,4.087029163779398,6.723536608457982,0.0,1.5,0.05,0.5,4.273946919274913,4.055543017803716,6.700653313263474,0.0,1.5,0.05,0.5,-0.03148614609571796,-0.03148614599343125,-0.02288329519450803,0.0,0.0,0.0,0.0,0.04908181724174327
3336,139,4.336919211466348,4.11851530977283,6.74641990365249,0.0,1.5,0.05,0.5,4.3054330653706305,4.087029163779398,6.723536608457982,0.0,1.5,0.05,0.5,-0.03148614609571785,-0.0314861460085557,-0.02288329519450803,0.0,0.0,0.0,0.0,0.04924886529666318
3360,140,4.368405357562066,4.150001455781386,6.769303198846998,0.0,1.5,0.05,0.5,4.336919211466348,4.11851530977283,6.74641990365249,0.0,1.5,0.05,0.5,-0.03148614609571785,-0.03148614602144384,-0.02288329519450803,0.0,0.0,0.0,0.0,0.04941591335158309
3384,141,4.399891503657784,4.1814876018028295,6.792186494041506,0.0,1.5,0.05,0.5,4.368405357562066,4.150001455781386,6.769303198846998,0.0,1.5,0.05,0.5,-0.03148614609571796,-0.03148614603242628,-0.02288329519450803,0.0,0.0,0.0,0.0,0.049582961406503
3408,142,4.431377649753502,4.212973747835256,6.815069789236015,0.0,1.5,0.05,0.5,4.399891503657784,4.1814876018028295,6.792186494041506,0.0,1.5,0.05,0.5,-0.03148614609571785,-0.03148614604178479,-0.02288329519450803,0.0,0.0,0.0,0.0,0.0497500094614229
3432,143,4.46286379584922,4.244459893877041,6.837953084430523,0.0,1.5,0.05,0.5,4.431377649753502,4.212973747835256,6.815069789236015,0.0,1.5,0.05,0.5,-0.03148614609571785,-0.03148614604975952,-0.02288329519450803,0.0,0.0,0.0,0.0,0.04991705751634282
3456,144,4.494349941944938,4.275946039926801,6.860836379625031,0.0,1.5,0.05,0.5,4.46286379584922,4.244459893877041,6.837953084430523,0.0,1.5,0.05,0.5,-0.03148614609571785,-0.03148614605655509,-0.02288329519450803,0.0,0.0,0.0,0.0,0.05008410557126273
3480,145,4.525836088040656,4.307432185983356,6.883719674819539,0.0,1.5,0.05,0.5,4.494349941944938,4.275946039926801,6.860836379625031,0.0,1.5,0.05,0.5,-0.03148614609571796,-0.03148614606234579,-0.02288329519450803,0.0,0.0,0.0,0.0,0.05025115362618263
3504,146,4.5573222341363735,4.338918332045702,6.906602970014047,0.0,1.5,0.05,0.5,4.525836088040656,4.307432185983356,6.883719674819539,0.0,1.5,0.05,0.5,-0.03148614609571785,-0.03148614606728017,-0.02288329519450803,0.0,0.0,0.0,0.0,0.05041820168110255
