cycle,day,currentState'N_f',currentState'N_s',currentState'N_L',currentState'W_f',currentState'W_s',currentState'W_L',currentState'A_L',prevState'N_f',prevState'N_s',prevState'N_L',prevState'W_f',prevState'W_s',prevState'W_L',prevState'A_L',d_Int'N_f',d_Int'N_s',d_Int'N_L',d_Int'W_f',d_Int'W_s',d_Int'W_L',d_Int'A_L',LAI,,currentState'N_L',prevState'N_L',d_Int'N_L',,length(leaf_aging),leaf_aging,,,,,,,,,,,,,,,,,,,,,
1416,59,1.818027524,1.599741172,539576.2148,0,1.5,0.5,0.9,1.786541378,1.568275423,441200.696,0,1.5,0.5,0.9,-0.031486146,-0.031468765,-120310.5583,0,0,0,0,7090.031463,,539576.2148,441200.696,-120310.5583,,20,284440.7705,134496.1763,63595.73962,30070.87907,14218.84679,6723.313651,3179.107659,1503.266271,710.8669864,336.1881328,159.0119503,75.21142228,35.55761133,16.78164006,7.887420471,3.677429087,1.691796073,0.763083178,0.335153446,0.142383998,,
1440,60,1.84951367,1.631209936,659886.7447,0,1.5,0.5,0.9,1.818027524,1.599741172,539576.2148,0,1.5,0.5,0.9,-0.031486146,-0.031471335,-147136.4757,0,0,0,0,8670.911826,,659886.7447,539576.2148,-147136.4757,,20,347863.1747,164485.0951,77775.82695,36775.85118,17389.25325,8222.42028,3887.948857,1838.434548,869.3468433,411.1239035,194.4471868,91.97152789,43.48837352,20.53683431,9.666264389,4.519427364,2.088922676,0.948825757,0.420739392,0.180937888,,
1464,61,1.880999816,1.662681271,807023.1842,0,1.5,0.5,0.9,1.84951367,1.631209936,659886.7447,0,1.5,0.5,0.9,-0.031486146,-0.031473525,-179943.8282,0,0,0,0,10604.28464,,807023.1842,659886.7447,-179943.8282,,20,425427.0155,201160.711,95117.68059,44975.84633,21266.57283,10055.78687,4754.843142,2248.33741,1063.164384,502.7684915,237.7825302,112.4666597,53.18500439,25.12714215,11.84037837,5.548794769,2.575023613,1.176845141,0.526356665,0.228898189,,
1488,62,1.912485962,1.694154796,986966.9667,0,1.5,0.5,0.9,1.880999816,1.662681271,807023.1842,0,1.5,0.5,0.9,-0.031486146,-0.031475391,-220066.3099,0,0,0,0,12968.74594,,986966.9667,807023.1842,-220066.3099,,20,520285.4406,246013.9719,116326.2867,55004.21318,26008.42753,12297.94407,5815.031888,2749.638557,1300.19899,614.8476701,290.7797224,137.5298338,65.04133545,30.7387146,14.49773113,6.80711149,3.169777844,1.456480835,0.65645436,0.288389884,,
1512,63,1.943972108,1.725630187,1207033.219,0,1.5,0.5,0.9,1.912485962,1.694154796,986966.9667,0,1.5,0.5,0.9,-0.031486146,-0.031476981,-269134.9916,0,0,0,0,15860.4165,,1207033.219,986966.9667,-269134.9916,,20,636294.6624,300868.2657,142263.8237,67268.62788,31807.58466,15040.04076,7111.614324,3362.717223,1590.086903,751.9179339,355.5933119,168.1798115,79.53903511,37.59923877,17.74592782,8.345235418,3.897244573,1.799140237,0.816459655,0.362002779,,
1536,64,1.975458254,1.757107168,1476168.138,0,1.5,0.5,0.9,1.943972108,1.725630187,1207033.219,0,1.5,0.5,0.9,-0.031486146,-0.031478336,-329144.6274,0,0,0,0,19396.84933,,1476168.138,1207033.219,-329144.6274,,20,778170.7215,367953.545,173984.7121,82267.66705,38899.79331,18393.54954,8697.299611,4112.496643,1944.612967,919.5517277,434.8582363,205.6625116,97.26719039,45.98719804,21.71659001,10.2253739,4.786842742,2.218761104,1.012995772,0.452894154,,
1560,65,2.0069444,1.788585505,1805312.675,0,1.5,0.5,0.9,1.975458254,1.757107168,1476168.138,0,1.5,0.5,0.9,-0.031486146,-0.031479491,-402534.7466,0,0,0,0,23721.80855,,1805312.675,1476168.138,-402534.7466,,20,951681.2046,449996.9803,212778.4787,100611.0761,47573.36806,22494.79829,10636.5496,5029.457237,2378.189702,1124.563976,531.7969346,251.5016565,118.9462546,56.24319651,26.57071162,12.52361712,5.874548974,2.732377432,1.254148838,0.564914478,,
1584,66,2.038430546,1.820064996,2207847.309,0,1.5,0.5,0.9,2.0069444,1.788585505,1805312.675,0,1.5,0.5,0.9,-0.031486146,-0.031480475,-492288.8256,0,0,0,0,29011.11364,,2207847.309,1805312.675,-492288.8256,,20,1163879.71,550333.8252,260222.179,123044.5566,58180.90966,27510.51225,13008.19934,6150.875709,2908.443209,1375.289121,650.3503428,307.5607122,145.457335,68.78380813,32.5052086,15.33303602,7.204362603,3.36081174,1.549794557,0.70276135,,
1608,67,2.069916693,1.851545471,2700135.994,0,1.5,0.5,0.9,2.038430546,1.820064996,2207847.309,0,1.5,0.5,0.9,-0.031486146,-0.031481314,-602055.573,0,0,0,0,35479.78696,,2700135.994,2207847.309,-602055.573,,20,1423392.594,673043.0022,318244.5083,150480.0811,71153.63905,33644.59173,15908.66192,7522.340434,3556.929709,1681.919939,795.3380984,376.1186383,177.8780104,84.11851351,39.7609285,18.76747054,8.830097287,4.129521913,1.911997994,0.872167991,,
1632,68,2.101402839,1.883026785,3302191.392,0,1.5,0.5,0.9,2.069916693,1.851545471,2700135.994,0,1.5,0.5,0.9,-0.031486146,-0.031482028,-736297.2587,0,0,0,0,43390.79489,,3302191.392,2700135.994,-736297.2587,,20,1740769.648,823112.9205,389204.207,184032.9665,87018.92745,41146.40119,19455.84788,9199.604731,4350.011854,2056.921893,972.6544664,459.9625303,217.526136,102.8704129,48.6324455,22.96616213,10.81757194,5.069636988,2.355502777,1.080133992,,
1656,69,2.132888985,1.914508813,4038488.435,0,1.5,0.5,0.9,2.101402839,1.883026785,3302191.392,0,1.5,0.5,0.9,-0.031486146,-0.031482637,-900471.1143,0,0,0,0,53065.73803,,4038488.435,3302191.392,-900471.1143,,20,2128912.977,1006644.266,475985.9497,225067.2146,106421.7353,50320.90644,23793.95854,11250.85336,5319.930429,2515.539885,1189.507952,562.5009175,266.0134149,125.8015575,59.48003898,28.0994188,13.24728998,6.219223977,2.898329619,1.335207749,,
1680,70,2.164375131,1.945991451,4938959.282,0,1.5,0.5,0.9,2.132888985,1.914508813,4038488.435,0,1.5,0.5,0.9,-0.031486146,-0.031483156,-1101251.183,0,0,0,0,64897.92497,,4938959.282,4038488.435,-1101251.183,,20,2603601.496,1231098.008,582117.613,275250.9616,130150.8311,61541.07221,29099.34812,13759.4744,6506.115016,3076.417994,1454.714338,687.9023244,325.3109154,153.843929,72.74434269,34.37554284,16.21771574,7.624837177,3.562508491,1.647832123,,
1704,71,2.195861277,1.977474607,6040210.136,0,1.5,0.5,0.9,2.164375131,1.945991451,4938959.282,0,1.5,0.5,0.9,-0.031486146,-0.031483598,-1346799.635,0,0,0,0,79368.36118,,6040210.136,4938959.282,-1346799.635,,20,3184132.38,1505598.706,711913.6921,336624.2919,159170.8572,75263.02399,35587.69294,16827.44914,7956.786892,3762.357398,1779.055069,841.2647272,397.8291972,188.1373263,88.96425995,42.04930281,19.84928116,9.34341289,4.374974228,2.030767397,,
1728,72,2.227347423,2.008958205,7387009.364,0,1.5,0.5,0.9,2.195861277,1.977474607,6040210.136,0,1.5,0.5,0.9,-0.031486146,-0.031483975,-1647098.576,0,0,0,0,97065.30305,,7387009.364,6040210.136,-1647098.576,,20,3894105.539,1841305.441,870650.6948,411682.1719,194661.5442,92044.59064,43522.75915,20579.4979,9730.919342,4601.243297,2175.715535,1028.822796,486.5163032,230.0757005,108.7988732,51.43229424,24.28928549,11.44458654,5.36866196,2.499608763,,
1752,73,2.258833569,2.04044218,9034107.44,0,1.5,0.5,0.9,2.227347423,2.008958205,7387009.364,0,1.5,0.5,0.9,-0.031486146,-0.031484296,-2014355.846,0,0,0,0,118708.1718,,9034107.44,7387009.364,-2014355.846,,20,4762383.007,2251865.46,1064781.644,503475.8765,238065.6697,112567.9813,53227.12545,25168.15015,11900.63505,5627.178506,2660.821088,1258.201344,594.9776017,281.363821,133.0542387,62.90561003,29.71788724,14.01352633,6.583846877,3.073419402,,
1776,74,2.290319715,2.071926475,11048462.67,0,1.5,0.5,0.9,2.258833569,2.04044218,9034107.44,0,1.5,0.5,0.9,-0.031486146,-0.031484569,-2463501.293,0,0,0,0,145176.7995,,11048462.67,9034107.44,-2463501.293,,20,5824262.251,2753968.97,1302198.407,615737.03,291147.7111,137667.519,65095.29663,30779.94521,14554.13807,6881.869816,3254.092571,1538.725292,727.62235,344.0865771,162.7161551,76.93533576,36.3554318,17.15439851,8.069782768,3.775504897,,
1800,75,2.321805861,2.103411045,13511963.21,0,1.5,0.5,0.9,2.290319715,2.071926475,11048462.67,0,1.5,0.5,0.9,-0.031486146,-0.031484803,-3012793.71,0,0,0,0,177547.1966,,13511963.21,11048462.67,-3012793.71,,20,7122911.094,3368027.626,1592552.52,753029.3055,356065.5749,168363.5574,79609.74111,37643.01549,17799.2995,8416.323467,3979.64802,1881.798748,889.8429385,420.7937317,198.9902395,94.09149963,44.47141259,20.99460517,9.886705918,4.634360472,,
1824,76,2.353292007,2.134895848,16524755.99,0,1.5,0.5,0.9,2.321805861,2.103411045,13511963.21,0,1.5,0.5,0.9,-0.031486146,-0.031485001,-3684563.089,0,0,0,0,217135.2937,,16524755.99,13511963.21,-3684563.089,,20,8711122.585,4119004.319,1947647.541,920933.9483,435458.321,205903.9609,97360.50437,46036.36062,21768.0427,10292.91867,4866.98311,2301.368602,1088.2341,514.6035731,243.350938,115.0712476,54.39543,25.68996666,12.10828577,5.684829561,,
1848,77,2.384778154,2.166380849,20209317.94,0,1.5,0.5,0.9,2.353292007,2.134895848,16524755.99,0,1.5,0.5,0.9,-0.031486146,-0.031485171,-4506118.395,0,0,0,0,265550.4378,,20209317.94,16524755.99,-4506118.395,,20,10653461.16,5037427.973,2381918.897,1126276.667,532553.4465,251814.8329,119069.1957,56301.18937,26621.70628,12587.94348,5952.170222,2814.491504,1330.861001,629.3296785,297.601465,140.7271857,66.53059352,31.43105932,14.82462195,6.969520802,,
1872,78,2.4162643,2.197866019,24715434.94,0,1.5,0.5,0.9,2.384778154,2.166380849,20209317.94,0,1.5,0.5,0.9,-0.031486146,-0.031485315,-5510857.731,0,0,0,0,324760.8152,,24715434.94,20209317.94,-5510857.731,,20,13028887.32,6160634.609,2913020.712,1377405.113,651298.0905,307962.5556,145618.3231,68854.79063,32557.6029,15394.69604,7279.324874,3442.027248,1627.587101,769.635943,363.9471077,172.1020415,81.36991195,38.45096616,18.14590942,8.540541031,,
1896,79,2.447750446,2.229351334,30226290.97,0,1.5,0.5,0.9,2.4162643,2.197866019,24715434.94,0,1.5,0.5,0.9,-0.031486146,-0.031485438,-6739626.052,0,0,0,0,397173.4633,,30226290.97,24715434.94,-6739626.052,,20,15933967.59,7534285.152,3562543.491,1684528.233,796519.495,376629.6626,178087.1696,84207.49713,39817.04045,18827.27741,8902.399107,4209.486773,1990.475131,941.2261747,445.0848748,210.4710548,99.51633787,47.03475532,22.20692077,10.46161471,,
1920,80,2.479236592,2.260836772,36965914.93,0,1.5,0.5,0.9,2.447750446,2.229351334,30226290.97,0,1.5,0.5,0.9,-0.031486146,-0.031485542,-8242375.605,0,0,0,0,485732.1222,,36965914.93,30226290.97,-8242375.605,,20,19486800.12,9214221.639,4356891.823,2060131.284,974121.2425,460607.6291,217795.6682,102983.4316,48695.13178,23025.23002,10887.37477,5148.06924,2434.277459,1151.075966,544.3131347,257.3938188,121.7072813,57.53107183,27.17248768,12.81067592,,
1944,81,2.510722738,2.292322314,45208287.97,0,1.5,0.5,0.9,2.479236592,2.260836772,36965914.93,0,1.5,0.5,0.9,-0.031486146,-0.031485632,-10080196.6,0,0,0,0,594036.9039,,45208287.97,36965914.93,-10080196.6,,20,23831815.7,11268737.34,5328357.786,2519483.392,1191323.251,563310.3518,266358.0604,125945.879,59552.79175,28159.21037,13314.94582,6295.930345,2977.035815,1407.716265,665.665701,314.777682,148.8445888,70.36631372,33.24420451,15.68303827,,
1968,82,2.542208884,2.323807946,55288481.43,0,1.5,0.5,0.9,2.510722738,2.292322314,45208287.97,0,1.5,0.5,0.9,-0.031486146,-0.031485708,-12327800.66,0,0,0,0,726490.646,,55288481.43,45208287.97,-12327800.66,,20,29145649.16,13781353.01,6516433.696,3081258.271,1456955.279,688912.9316,325748.5187,154028.3152,72831.40919,34437.92665,16283.79873,7699.73344,3640.814721,1721.580175,814.0758137,384.9552858,182.0312074,86.06196872,40.66862635,19.19527152,,
1992,83,2.57369503,2.355293654,67616278.25,0,1.5,0.5,0.9,2.542208884,2.323807946,55288481.43,0,1.5,0.5,0.9,-0.031486146,-0.031485773,-15076558.05,0,0,0,0,888477.8963,,67616278.25,55288481.43,-15076558.05,,20,35644319.99,16854212.24,7969417.559,3768293.356,1781815.878,842521.4011,398381.4013,188372.3559,89070.7904,42116.62316,19914.62431,9416.546498,4452.598465,2105.427084,995.5766859,470.7793914,222.6160231,105.2558165,49.74729483,23.48994249,,
2016,84,2.605181176,2.386779426,82692831.61,0,1.5,0.5,0.9,2.57369503,2.355293654,67616278.25,0,1.5,0.5,0.9,-0.031486146,-0.031485828,-18438212.04,0,0,0,0,1086583.807,,82692831.61,67616278.25,-18438212.04,,20,43592014.04,20612233.79,9746376.495,4608518.197,2179111.373,1030380.296,487209.4012,230374.165,108931.1035,51507.45661,24355.02408,11516.16206,5445.388072,2574.86136,1217.546766,575.7388503,272.2486967,128.7278578,60.84899915,28.74141295,,
2040,85,2.636667322,2.418265254,101131037.9,0,1.5,0.5,0.9,2.605181176,2.386779426,82692831.61,0,1.5,0.5,0.9,-0.031486146,-0.031485875,-22549421.57,0,0,0,0,1328861.838,,101131037.9,82692831.61,-22549421.57,,20,53311823.28,25208189.84,11919547.95,5636089.856,2664992.738,1260126.512,595843.5803,281741.2122,133219.7158,62992.18599,29785.51059,14083.93447,6659.542869,3148.966702,1489.009684,704.1004333,332.9467274,157.4320256,74.42477088,35.16293019,,
2064,86,2.668153468,2.449751129,123680452.4,0,1.5,0.5,0.9,2.636667322,2.418265254,101131037.9,0,1.5,0.5,0.9,-0.031486146,-0.031485915,-27577316.72,0,0,0,0,1625161.145,,123680452.4,101131037.9,-27577316.72,,20,65198880.2,30828916.53,14577276.33,6892781.476,3259212.162,1541099.757,728700.1666,344561.6858,162924.0151,77037.69195,36426.84567,17224.24969,8144.421189,3851.081936,1821.001088,861.0822835,407.1774686,192.5349659,91.02622182,43.01529833,,
2088,87,2.699639614,2.481237044,151257760.6,0,1.5,0.5,0.9,2.668153468,2.449751129,123680452.4,0,1.5,0.5,0.9,-0.031486146,-0.031485949,-33726292.94,0,0,0,0,1987526.974,,151257760.6,123680452.4,-33726292.94,,20,79736420.88,37702909.26,17827604.37,8429680.447,3985926.024,1884722.238,891180.0846,421389.382,199251.5492,94214.95658,44549.01492,21064.76888,9960.386889,4709.749786,2227.017258,1053.066044,497.9584316,235.4634665,111.3279706,52.61748303,,
2112,88,2.731125761,2.512722993,184984043,0,1.5,0.5,0.9,2.699639614,2.481237044,151257760.6,0,1.5,0.5,0.9,-0.031486146,-0.031485978,-41246320.18,0,0,0,0,2430690.325,,184984043,151257760.6,-41246320.18,,20,97515429.64,46109611.58,21802665.35,10309265.23,4874676.909,2304962.995,1089888.515,515347.5225,243679.1158,115222.2751,54482.20325,25761.61809,12181.26329,5759.877207,2723.563763,1287.856287,608.9799542,287.9624595,136.1550698,64.35958055,,
2136,89,2.762611907,2.544208972,226230350.3,0,1.5,0.5,0.9,2.731125761,2.512722993,184984043,0,1.5,0.5,0.9,-0.031486146,-0.031486003,-50443104.78,0,0,0,0,2972666.803,,226230350.3,184984043,-50443104.78,,20,119258663.9,56390775.19,26664054.6,12607945.25,5961594.573,2818905.778,1332903.411,630255.7211,298012.7971,140913.6432,66630.21763,31505.73513,14897.33425,7044.154423,3330.826452,1574.997782,744.7552207,352.1659584,166.5165477,78.7186784,,
2160,90,2.794098053,2.575694975,276673439.3,0,1.5,0.5,0.9,2.762611907,2.544208972,226230350.3,0,1.5,0.5,0.9,-0.031486146,-0.031486024,-61690517.08,0,0,0,0,3635488.993,,276673439.3,226230350.3,-61690517.08,,20,145850035.9,68964352.93,32609398.72,15419167.12,7290864.71,3447443.537,1630103.885,770785.2591,364461.3819,172333.474,81486.90275,38530.63163,18219.01442,8614.790388,4073.492046,1926.163516,910.8037331,430.6838109,203.6464299,96.27825227,,
