cycle,DTFAST,GENR,TEMFAC,RDVLV,RDVFR,TTH,TTL,TTAB,FCO2D,TSLA,CSLA,GP,MAINT,GPFN
508,5,0.00000000000363846,4.3,0.05214877890606803,0.06769312646460754,0.0,0.0,0.0,5.014305664045003,6.35,1.5175,8.983385733694844,0.12419081768685356,1.2402872852870004
509,6,0.00000000000436615,5.16,0.06269755781213607,0.08138625292921509,0.0,0.0,0.0,6.028611328090006,7.619999999999999,3.035,10.780062876213643,0.14902898122422426,1.2402872852870004
510,7,0.00000000000511923,6.05,0.07355062841741761,0.09558653222584514,0.0,0.0,0.0,7.04291699213501,8.844999999999999,4.5525,12.576740018732442,0.1747170991205793,1.2396923172357113
511,8,0.00000000000587231,6.9399999999999995,0.08440369902269915,0.10978681152247519,0.0,0.0,0.0,8.057222656180013,10.069999999999999,6.07,14.373417161251242,0.20040521701693437,1.2396923172357113
512,9,0.00000000000665077,7.859999999999999,0.09556106132719418,0.12449424365112774,0.0,0.0,0.0,9.071528320225017,11.249999999999998,7.5875,16.170094303770043,0.22697237445046214,1.2390769895596905
513,10,0.00000000000742923,8.78,0.10671842363168921,0.1392016757797803,0.0,0.0,0.0,10.085833984270021,12.429999999999998,9.105,17.966771446288842,0.2535395318839899,1.2390769895596905
514,11,0.00000000000820769,9.7,0.11787578593618424,0.15390910790843285,0.0,0.0,0.0,11.100139648315025,13.609999999999998,10.6225,19.76344858880764,0.2801066893175177,1.2390769895596905
515,12,0.00000000000898615,10.62,0.12903314824067927,0.1686165400370854,0.0,0.0,0.0,12.11444531236003,14.789999999999997,12.14,21.56012573132644,0.3066738467510455,1.2390769895596905
516,13,0.00000000000979604,11.577142857142857,0.14044408696118554,0.18433827782978296,0.0,0.0,0.0,13.128750976405033,15.879999999999997,13.6575,23.35680287384524,0.3350903539954682,1.237782444692064
517,14,0.00000000001060593,12.534285714285714,0.15185502568169182,0.20006001562248052,0.0,0.0,0.0,14.143056640450038,16.97,15.175,25.15348001636404,0.36350686123989095,1.237782444692064
518,15,0.00000000001141582,13.491428571428571,0.1632659644021981,0.21578175341517808,0.0,0.0,0.0,15.157362304495042,18.06,16.692500000000003,26.95015715888284,0.3919233684843137,1.237782444692064
519,16,0.00000000001222571,14.448571428571428,0.17467690312270437,0.23150349120787564,0.0,0.0,0.0,16.171667968540046,19.15,18.21,28.746834301401638,0.42033987572873643,1.237782444692064
520,17,0.0000000000130356,15.405714285714286,0.18608784184321064,0.2472252290005732,0.0,0.0,0.0,17.18597363258505,20.24,19.7275,30.543511443920437,0.4487563829731592,1.237782444692064
521,18,0.00000000001384549,16.36285714285714,0.19749878056371692,0.26294696679327073,0.0,0.0,0.0,18.200279296630054,21.33,21.244999999999997,32.34018858643924,0.4771728902175819,1.237782444692064
522,19,0.00000000001465538,17.319999999999997,0.2089097192842232,0.27866870458596826,0.0,0.0,0.0,19.214584960675058,22.419999999999998,22.762499999999996,34.13686572895804,0.5055893974620046,1.237782444692064
523,20,0.00000000001543385,18.239999999999995,0.22006708158871824,0.2933761367146208,0.0,0.0,0.0,20.228890624720062,23.599999999999998,24.279999999999994,35.933542871476845,0.5321565548955324,1.2390769895596905
524,21,0.00000000001621231,19.159999999999997,0.23122444389321328,0.30808356884327337,0.0,0.0,0.0,21.243196288765066,24.779999999999998,25.797499999999992,37.73022001399565,0.5587237123290602,1.2390769895596905
525,22,0.00000000001699077,20.08,0.2422244438932133,0.3225835688432734,0.0,0.0,0.0,22.243196288765066,25.959999999999997,25.797499999999992,39.52689715651445,0.5852908697625879,1.2390769895596905
526,23,0.00000000001776923,21.0,0.2532244438932133,0.3370835688432734,0.0,0.0,0.0,23.243196288765066,27.139999999999997,25.797499999999992,41.323574299033254,0.6118580271961157,1.2390769895596905
527,24,0.00000000001854769,21.92,0.2642244438932133,0.3515835688432734,0.0,0.0,0.0,24.243196288765066,28.319999999999997,25.797499999999992,43.12025144155206,0.6384251846296435,1.2390769895596905
528,1,0.00000000000072769,0.86,0.0104,0.0135,0.0,0.0,0.0,1.0,1.27,0.0,1.7966771425188,0.02483810227842322,1.2402873281682636
529,2,0.00000000000145538,1.72,0.0208,0.027,0.0,0.0,0.0,2.0,2.54,0.0,3.5933542850376,0.04967620455684645,1.2402873281682636
530,3,0.00000000000218308,2.58,0.0312,0.0405,0.0,0.0,0.0,3.0,3.81,0.0,5.3900314275564,0.07451430683526966,1.2402873281682636
531,4,0.00000000000291077,3.44,0.0416,0.054,0.0,0.0,0.0,4.0,5.08,0.0,7.1867085700752,0.09935240911369289,1.2402873281682636
532,5,0.00000000000363846,4.3,0.05214877890606799,0.06769312646460748,0.0,0.0,0.0,5.014305664044999,6.35,1.5175,8.98338568392517,0.12419051139211612,1.2402873081000825
533,6,0.00000000000436615,5.16,0.06269755781213598,0.08138625292921498,0.0,0.0,0.0,6.028611328089998,7.619999999999999,3.035,10.78006279777514,0.14902861367053935,1.2402873081000825
534,7,0.00000000000511923,6.05,0.07355062841741747,0.09558653222584497,0.0,0.0,0.0,7.042916992134996,8.844999999999999,4.5525,12.57673991162511,0.17471666821168447,1.2396923415161771
535,8,0.00000000000587231,6.9399999999999995,0.08440369902269895,0.10978681152247496,0.0,0.0,0.0,8.057222656179995,10.069999999999999,6.07,14.37341702547508,0.20040472275282958,1.2396923415161771
536,9,0.00000000000665077,7.859999999999999,0.09556106132719394,0.12449424365112745,0.0,0.0,0.0,9.071528320224994,11.249999999999998,7.5875,16.170094139325048,0.22697181466315153,1.2390770153577533
537,10,0.00000000000742923,8.78,0.10671842363168893,0.13920167577977993,0.0,0.0,0.0,10.085833984269993,12.429999999999998,9.105,17.96677125317502,0.2535389065734735,1.2390770153577533
538,11,0.00000000000820769,9.7,0.11787578593618392,0.15390910790843243,0.0,0.0,0.0,11.100139648314991,13.609999999999998,10.6225,19.76344836702499,0.28010599848379547,1.2390770153577533
539,12,0.00000000000898615,10.62,0.1290331482406789,0.16861654003708493,0.0,0.0,0.0,12.11444531235999,14.789999999999997,12.14,21.56012548087496,0.30667309039411744,1.2390770153577533
540,13,0.00000000000979604,11.577142857142857,0.14044408696118516,0.1843382778297824,0.0,0.0,0.0,13.128750976404989,15.879999999999997,13.6575,23.35680259472493,0.3350895275542394,1.2377824736828935
541,14,0.00000000001060593,12.534285714285714,0.1518550256816914,0.20006001562247988,0.0,0.0,0.0,14.143056640449988,16.97,15.175,25.1534797085749,0.36350596471436125,1.2377824736828935
542,15,0.00000000001141582,13.491428571428571,0.16326596440219765,0.21578175341517736,0.0,0.0,0.0,15.157362304494987,18.06,16.692500000000003,26.95015682242487,0.39192240187448313,1.2377824736828935
543,16,0.00000000001222571,14.448571428571428,0.1746769031227039,0.23150349120787483,0.0,0.0,0.0,16.171667968539985,19.15,18.21,28.74683393627484,0.420338839034605,1.2377824736828935
544,17,0.0000000000130356,15.405714285714286,0.18608784184321014,0.2472252290005723,0.0,0.0,0.0,17.185973632584986,20.24,19.7275,30.54351105012481,0.4487552761947269,1.2377824736828935
545,18,0.00000000001384549,16.36285714285714,0.1974987805637164,0.2629469667932698,0.0,0.0,0.0,18.200279296629986,21.33,21.244999999999997,32.34018816397478,0.47717171335484876,1.2377824736828935
546,19,0.00000000001465538,17.319999999999997,0.20890971928422264,0.27866870458596726,0.0,0.0,0.0,19.214584960674987,22.419999999999998,22.762499999999996,34.13686527782475,0.5055881505149706,1.2377824736828935
547,20,0.00000000001543385,18.239999999999995,0.22006708158871763,0.29337613671461976,0.0,0.0,0.0,20.228890624719988,23.599999999999998,24.279999999999994,35.93354239167471,0.5321552424252926,1.2390770153577533
548,21,0.00000000001621231,19.159999999999997,0.23122444389321262,0.30808356884327226,0.0,0.0,0.0,21.243196288764988,24.779999999999998,25.797499999999992,37.73021950552468,0.5587223343356145,1.2390770153577533
549,22,0.00000000001699077,20.08,0.24222444389321263,0.3225835688432723,0.0,0.0,0.0,22.243196288764988,25.959999999999997,25.797499999999992,39.52689661937465,0.5852894262459364,1.2390770153577533
550,23,0.00000000001776923,21.0,0.25322444389321264,0.3370835688432723,0.0,0.0,0.0,23.243196288764988,27.139999999999997,25.797499999999992,41.32357373322461,0.6118565181562583,1.2390770153577533
551,24,0.00000000001854769,21.92,0.26422444389321265,0.3515835688432723,0.0,0.0,0.0,24.243196288764988,28.319999999999997,25.797499999999992,43.12025084707458,0.6384236100665802,1.2390770153577533
552,1,0.00000000000072769,0.86,0.0104,0.0135,0.0,0.0,0.0,1.0,1.27,0.0,1.7966771138499698,0.02483793637435924,1.2402874242329274
553,2,0.00000000000145538,1.72,0.0208,0.027,0.0,0.0,0.0,2.0,2.54,0.0,3.5933542276999395,0.04967587274871848,1.2402874242329274
554,3,0.00000000000218308,2.58,0.0312,0.0405,0.0,0.0,0.0,3.0,3.81,0.0,5.390031341549909,0.07451380912307771,1.2402874242329274
555,4,0.00000000000291077,3.44,0.0416,0.054,0.0,0.0,0.0,4.0,5.08,0.0,7.186708455399879,0.09935174549743696,1.2402874242329274
556,5,0.00000000000363846,4.3,0.05214877890606795,0.06769312646460743,0.0,0.0,0.0,5.014305664044995,6.35,1.5175,8.983385448625938,0.1241896818717962,1.2402873397961898
557,6,0.00000000000436615,5.16,0.0626975578121359,0.08138625292921486,0.0,0.0,0.0,6.0286113280899905,7.619999999999999,3.035,10.780062441851998,0.14902761824615543,1.2402873397961898
558,7,0.00000000000511923,6.05,0.07355062841741734,0.0955865322258448,0.0,0.0,0.0,7.042916992134986,8.844999999999999,4.5525,12.576739435078057,0.17471550120605026,1.2396923771863149
559,8,0.00000000000587231,6.9399999999999995,0.08440369902269879,0.10978681152247474,0.0,0.0,0.0,8.057222656179981,10.069999999999999,6.07,14.373416428304116,0.20040338416594508,1.2396923771863149
560,9,0.00000000000665077,7.859999999999999,0.09556106132719373,0.12449424365112717,0.0,0.0,0.0,9.071528320224976,11.249999999999998,7.5875,16.170093421530176,0.22697029862355883,1.2390770551379116
561,10,0.00000000000742923,8.78,0.10671842363168868,0.1392016757797796,0.0,0.0,0.0,10.085833984269971,12.429999999999998,9.105,17.966770414756233,0.25353721308117255,1.2390770551379116
562,11,0.00000000000820769,9.7,0.11787578593618363,0.15390910790843204,0.0,0.0,0.0,11.100139648314967,13.609999999999998,10.6225,19.76344740798229,0.2801041275387863,1.2390770551379116
563,12,0.00000000000898615,10.62,0.12903314824067857,0.16861654003708448,0.0,0.0,0.0,12.114445312359962,14.789999999999997,12.14,21.56012440120835,0.3066710419964,1.2390770551379116
564,13,0.00000000000979604,11.577142857142857,0.14044408696118477,0.1843382778297819,0.0,0.0,0.0,13.128750976404957,15.879999999999997,13.6575,23.356801394434406,0.335087289351264,1.2377825221098364
565,14,0.00000000001060593,12.534285714285714,0.15185502568169096,0.20006001562247933,0.0,0.0,0.0,14.143056640449952,16.97,15.175,25.153478387660464,0.36350353670612795,1.2377825221098364
566,15,0.00000000001141582,13.491428571428571,0.16326596440219715,0.21578175341517675,0.0,0.0,0.0,15.157362304494947,18.06,16.692500000000003,26.95015538088652,0.3919197840609919,1.2377825221098364
567,16,0.00000000001222571,14.448571428571428,0.17467690312270334,0.23150349120787417,0.0,0.0,0.0,16.171667968539943,19.15,18.21,28.74683237411258,0.4203360314158559,1.2377825221098364
568,17,0.0000000000130356,15.405714285714286,0.18608784184320953,0.2472252290005716,0.0,0.0,0.0,17.18597363258494,20.24,19.7275,30.543509367338636,0.4487522787707199,1.2377825221098364
569,18,0.00000000001384549,16.36285714285714,0.19749878056371573,0.262946966793269,0.0,0.0,0.0,18.200279296629937,21.33,21.244999999999997,32.340186360564694,0.47716852612558386,1.2377825221098364
570,19,0.00000000001465538,17.319999999999997,0.20890971928422192,0.27866870458596643,0.0,0.0,0.0,19.214584960674934,22.419999999999998,22.762499999999996,34.13686335379075,0.5055847734804478,1.2377825221098364
571,20,0.00000000001543385,18.239999999999995,0.22006708158871685,0.2933761367146189,0.0,0.0,0.0,20.22889062471993,23.599999999999998,24.279999999999994,35.93354034701681,0.5321516879380616,1.2390770551379116
572,21,0.00000000001621231,19.159999999999997,0.23122444389321178,0.3080835688432713,0.0,0.0,0.0,21.243196288764928,24.779999999999998,25.797499999999992,37.730217340242866,0.5587186023956753,1.2390770551379116
573,22,0.00000000001699077,20.08,0.2422244438932118,0.32258356884327133,0.0,0.0,0.0,22.243196288764928,25.959999999999997,25.797499999999992,39.526894333468924,0.585285516853289,1.2390770551379116
574,23,0.00000000001776923,21.0,0.2532244438932118,0.33708356884327134,0.0,0.0,0.0,23.243196288764928,27.139999999999997,25.797499999999992,41.32357132669498,0.6118524313109027,1.2390770551379116
575,24,0.00000000001854769,21.92,0.2642244438932118,0.35158356884327135,0.0,0.0,0.0,24.243196288764928,28.319999999999997,25.797499999999992,43.12024831992104,0.6384193457685164,1.2390770551379116
576,1,0.00000000000072769,0.86,0.0104,0.0135,0.0,0.0,0.0,1.0,1.27,0.0,1.796676993226059,0.02483754291703085,1.2402876152163196
577,2,0.00000000000145538,1.72,0.0208,0.027,0.0,0.0,0.0,2.0,2.54,0.0,3.593353986452118,0.0496750858340617,1.2402876152163196
578,3,0.00000000000218308,2.58,0.0312,0.0405,0.0,0.0,0.0,3.0,3.81,0.0,5.390030979678176,0.07451262875109255,1.2402876152163196
579,4,0.00000000000291077,3.44,0.0416,0.054,0.0,0.0,0.0,4.0,5.08,0.0,7.186707972904236,0.0993501716681234,1.2402876152163196
580,5,0.00000000000363846,4.3,0.05214877890606791,0.06769312646460739,0.0,0.0,0.0,5.014305664044992,6.35,1.5175,8.983384546114609,0.12418771458515426,1.2402873212053396
581,6,0.00000000000436615,5.16,0.06269755781213582,0.08138625292921477,0.0,0.0,0.0,6.028611328089983,7.619999999999999,3.035,10.780061119324982,0.14902525750218512,1.2402873212053396
582,7,0.00000000000511923,6.05,0.07355062841741722,0.09558653222584465,0.0,0.0,0.0,7.042916992134975,8.844999999999999,4.5525,12.576737692535355,0.1747127335407621,1.2396923680202572
583,8,0.00000000000587231,6.9399999999999995,0.08440369902269862,0.10978681152247453,0.0,0.0,0.0,8.057222656179967,10.069999999999999,6.07,14.373414265745728,0.2004002095793391,1.2396923680202572
584,9,0.00000000000665077,7.859999999999999,0.09556106132719352,0.1244942436511269,0.0,0.0,0.0,9.071528320224958,11.249999999999998,7.5875,16.1700908389561,0.226966703190912,1.2390770557191602
585,10,0.00000000000742923,8.78,0.10671842363168843,0.13920167577977927,0.0,0.0,0.0,10.08583398426995,12.429999999999998,9.105,17.966767412166472,0.2535331968024849,1.2390770557191602
586,11,0.00000000000820769,9.7,0.11787578593618334,0.15390910790843165,0.0,0.0,0.0,11.100139648314942,13.609999999999998,10.6225,19.763443985376846,0.28009969041405774,1.2390770557191602
587,12,0.00000000000898615,10.62,0.12903314824067824,0.16861654003708404,0.0,0.0,0.0,12.114445312359933,14.789999999999997,12.14,21.56012055858722,0.3066661840256306,1.2390770557191602
588,13,0.00000000000979604,11.577142857142857,0.14044408696118438,0.1843382778297814,0.0,0.0,0.0,13.128750976404925,15.879999999999997,13.6575,23.35679713179759,0.33508198123920274,1.2377825431977607
589,14,0.00000000001060593,12.534285714285714,0.15185502568169051,0.20006001562247877,0.0,0.0,0.0,14.143056640449917,16.97,15.175,25.153473705007965,0.36349777845277487,1.2377825431977607
590,15,0.00000000001141582,13.491428571428571,0.16326596440219665,0.21578175341517614,0.0,0.0,0.0,15.157362304494908,18.06,16.692500000000003,26.950150278218338,0.391913575666347,1.2377825431977607
591,16,0.00000000001222571,14.448571428571428,0.1746769031227028,0.2315034912078735,0.0,0.0,0.0,16.1716679685399,19.15,18.21,28.74682685142871,0.4203293728799191,1.2377825431977607
592,17,0.0000000000130356,15.405714285714286,0.18608784184320892,0.24722522900057087,0.0,0.0,0.0,17.18597363258489,20.24,19.7275,30.543503424639084,0.44874517009349124,1.2377825431977607
593,18,0.00000000001384549,16.36285714285714,0.19749878056371506,0.26294696679326823,0.0,0.0,0.0,18.20027929662988,21.33,21.244999999999997,32.34017999784946,0.47716096730706337,1.2377825431977607
594,19,0.00000000001465538,17.319999999999997,0.2089097192842212,0.2786687045859656,0.0,0.0,0.0,19.21458496067487,22.419999999999998,22.762499999999996,34.13685657105984,0.5055767645206355,1.2377825431977607
595,20,0.00000000001543385,18.239999999999995,0.2200670815887161,0.293376136714618,0.0,0.0,0.0,20.22889062471986,23.599999999999998,24.279999999999994,35.933533144270214,0.5321432581322084,1.2390770557191602
596,21,0.00000000001621231,19.159999999999997,0.231224443893211,0.3080835688432704,0.0,0.0,0.0,21.24319628876485,24.779999999999998,25.797499999999992,37.73020971748059,0.5587097517437813,1.2390770557191602
597,22,0.00000000001699077,20.08,0.24222444389321102,0.3225835688432704,0.0,0.0,0.0,22.24319628876485,25.959999999999997,25.797499999999992,39.52688629069097,0.5852762453553543,1.2390770557191602
598,23,0.00000000001776923,21.0,0.253224443893211,0.3370835688432704,0.0,0.0,0.0,23.24319628876485,27.139999999999997,25.797499999999992,41.323562863901344,0.6118427389669272,1.2390770557191602
599,24,0.00000000001854769,21.92,0.26422444389321104,0.3515835688432704,0.0,0.0,0.0,24.24319628876485,28.319999999999997,25.797499999999992,43.12023943711172,0.6384092325785001,1.2390770557191602
600,1,0.00000000000072769,0.86,0.0104,0.0135,0.0,0.0,0.0,1.0,1.27,0.0,1.796676573210373,0.02483670363267432,1.240287908704389
601,2,0.00000000000145538,1.72,0.0208,0.027,0.0,0.0,0.0,2.0,2.54,0.0,3.593353146420746,0.04967340726534863,1.240287908704389
602,3,0.00000000000218308,2.58,0.0312,0.0405,0.0,0.0,0.0,3.0,3.81,0.0,5.390029719631119,0.07451011089802295,1.240287908704389
603,4,0.00000000000291077,3.44,0.0416,0.054,0.0,0.0,0.0,4.0,5.08,0.0,7.186706292841492,0.09934681453069727,1.240287908704389
604,5,0.00000000000363846,4.3,0.05214877890606787,0.06769312646460733,0.0,0.0,0.0,5.014305664044987,6.35,1.5175,8.983381604351417,0.12418351816337159,1.2402870255140743
605,6,0.00000000000436615,5.16,0.06269755781213573,0.08138625292921466,0.0,0.0,0.0,6.0286113280899745,7.619999999999999,3.035,10.78005691586134,0.1490202217960459,1.2402870255140743
606,7,0.00000000000511923,6.05,0.0735506284174171,0.09558653222584448,0.0,0.0,0.0,7.042916992134962,8.844999999999999,4.5525,12.576732227371265,0.1747068298302124,1.23969209243303
607,8,0.00000000000587231,6.9399999999999995,0.08440369902269845,0.1097868115224743,0.0,0.0,0.0,8.057222656179949,10.069999999999999,6.07,14.373407538881189,0.2003934378643789,1.23969209243303
608,9,0.00000000000665077,7.859999999999999,0.09556106132719332,0.12449424365112662,0.0,0.0,0.0,9.071528320224935,11.249999999999998,7.5875,16.17008285039111,0.22695903376869586,1.2390768009239246
609,10,0.00000000000742923,8.78,0.10671842363168818,0.13920167577977893,0.0,0.0,0.0,10.085833984269922,12.429999999999998,9.105,17.966758161901033,0.2535246296730128,1.2390768009239246
610,11,0.00000000000820769,9.7,0.11787578593618304,0.15390910790843124,0.0,0.0,0.0,11.100139648314908,13.609999999999998,10.6225,19.763433473410956,0.28009022557732977,1.2390768009239246
611,12,0.00000000000898615,10.62,0.1290331482406779,0.16861654003708354,0.0,0.0,0.0,12.114445312359894,14.789999999999997,12.14,21.560108784920878,0.3066558214816467,1.2390768009239246
612,13,0.00000000000979604,11.577142857142857,0.14044408696118402,0.18433827782978085,0.0,0.0,0.0,13.12875097640488,15.879999999999997,13.6575,23.3567840964308,0.33507065849822354,1.2377823321453427
613,14,0.00000000001060593,12.534285714285714,0.15185502568169013,0.20006001562247816,0.0,0.0,0.0,14.143056640449867,16.97,15.175,25.153459407940723,0.36348549551480036,1.2377823321453427
614,15,0.00000000001141582,13.491428571428571,0.16326596440219623,0.21578175341517547,0.0,0.0,0.0,15.157362304494853,18.06,16.692500000000003,26.950134719450645,0.3919003325313772,1.2377823321453427
615,16,0.00000000001222571,14.448571428571428,0.17467690312270234,0.23150349120787278,0.0,0.0,0.0,16.17166796853984,19.15,18.21,28.746810030960567,0.420315169547954,1.2377823321453427
616,17,0.0000000000130356,15.405714285714286,0.18608784184320845,0.2472252290005701,0.0,0.0,0.0,17.185973632584826,20.24,19.7275,30.54348534247049,0.4487300065645308,1.2377823321453427
617,18,0.00000000001384549,16.36285714285714,0.19749878056371456,0.2629469667932674,0.0,0.0,0.0,18.200279296629812,21.33,21.244999999999997,32.34016065398041,0.47714484358110765,1.2377823321453427
618,19,0.00000000001465538,17.319999999999997,0.20890971928422067,0.2786687045859647,0.0,0.0,0.0,19.2145849606748,22.419999999999998,22.762499999999996,34.136835965490334,0.5055596805976844,1.2377823321453427
619,20,0.00000000001543385,18.239999999999995,0.22006708158871552,0.29337613671461704,0.0,0.0,0.0,20.228890624719785,23.599999999999998,24.279999999999994,35.93351127700026,0.5321252765020014,1.2390768009239246
620,21,0.00000000001621231,19.159999999999997,0.23122444389321037,0.3080835688432694,0.0,0.0,0.0,21.24319628876477,24.779999999999998,25.797499999999992,37.73018658851018,0.5586908724063183,1.2390768009239246
621,22,0.00000000001699077,20.08,0.24222444389321038,0.3225835688432694,0.0,0.0,0.0,22.24319628876477,25.959999999999997,25.797499999999992,39.5268619000201,0.5852564683106353,1.2390768009239246
622,23,0.00000000001776923,21.0,0.25322444389321036,0.3370835688432694,0.0,0.0,0.0,23.24319628876477,27.139999999999997,25.797499999999992,41.323537211530024,0.6118220642149522,1.2390768009239246
623,24,0.00000000001854769,21.92,0.26422444389321037,0.3515835688432694,0.0,0.0,0.0,24.24319628876477,28.319999999999997,25.797499999999992,43.120212523039946,0.6383876601192692,1.2390768009239246
624,1,0.00000000000072769,0.86,0.0104,0.0135,0.0,0.0,0.0,1.0,1.27,0.0,1.7966753115099237,0.02483506165682393,1.2402881748971697
625,2,0.00000000000145538,1.72,0.0208,0.027,0.0,0.0,0.0,2.0,2.54,0.0,3.5933506230198473,0.04967012331364785,1.2402881748971697
626,3,0.00000000000218308,2.58,0.0312,0.0405,0.0,0.0,0.0,3.0,3.81,0.0,5.3900259345297705,0.07450518497047179,1.2402881748971697
627,4,0.00000000000291077,3.44,0.0416,0.054,0.0,0.0,0.0,4.0,5.08,0.0,7.186701246039695,0.09934024662729571,1.2402881748971697
628,5,0.00000000000363846,4.3,0.05214877890606782,0.06769312646460728,0.0,0.0,0.0,5.014305664044983,6.35,1.5175,8.983373194449367,0.12417530828411963,1.2402858207269944
629,6,0.00000000000436615,5.16,0.06269755781213565,0.08138625292921454,0.0,0.0,0.0,6.028611328089966,7.619999999999999,3.035,10.780045142859041,0.14901036994094355,1.2402858207269944
630,7,0.00000000000511923,6.05,0.07355062841741697,0.09558653222584432,0.0,0.0,0.0,7.042916992134948,8.844999999999999,4.5525,12.576717091268716,0.1746952798113483,1.2396909269774878
631,8,0.00000000000587231,6.9399999999999995,0.08440369902269829,0.10978681152247408,0.0,0.0,0.0,8.057222656179931,10.069999999999999,6.07,14.37338903967839,0.20038018968175306,1.2396909269774878
632,9,0.00000000000665077,7.859999999999999,0.09556106132719311,0.12449424365112634,0.0,0.0,0.0,9.071528320224914,11.249999999999998,7.5875,16.170060988088064,0.22694402931166374,1.239075676145834
633,10,0.00000000000742923,8.78,0.10671842363168793,0.1392016757797786,0.0,0.0,0.0,10.085833984269897,12.429999999999998,9.105,17.96673293649774,0.25350786894157445,1.239075676145834
634,11,0.00000000000820769,9.7,0.11787578593618275,0.15390910790843085,0.0,0.0,0.0,11.10013964831488,13.609999999999998,10.6225,19.763404884907413,0.28007170857148517,1.239075676145834
635,12,0.00000000000898615,10.62,0.12903314824067758,0.1686165400370831,0.0,0.0,0.0,12.114445312359862,14.789999999999997,12.14,21.560076833317087,0.3066355482013959,1.239075676145834
636,13,0.00000000000979604,11.577142857142857,0.14044408696118363,0.18433827782978035,0.0,0.0,0.0,13.128750976404845,15.879999999999997,13.6575,23.35674878172676,0.3350485066886451,1.2377812929456968
637,14,0.00000000001060593,12.534285714285714,0.15185502568168968,0.2000600156224776,0.0,0.0,0.0,14.143056640449828,16.97,15.175,25.153420730136435,0.36346146517589434,1.2377812929456968
638,15,0.00000000001141582,13.491428571428571,0.16326596440219573,0.21578175341517486,0.0,0.0,0.0,15.15736230449481,18.06,16.692500000000003,26.95009267854611,0.39187442366314357,1.2377812929456968
639,16,0.00000000001222571,14.448571428571428,0.1746769031227018,0.23150349120787211,0.0,0.0,0.0,16.171667968539793,19.15,18.21,28.746764626955784,0.4202873821503928,1.2377812929456968
640,17,0.0000000000130356,15.405714285714286,0.18608784184320784,0.24722522900056937,0.0,0.0,0.0,17.185973632584776,20.24,19.7275,30.543436575365458,0.448700340637642,1.2377812929456968
641,18,0.00000000001384549,16.36285714285714,0.1974987805637139,0.2629469667932666,0.0,0.0,0.0,18.20027929662976,21.33,21.244999999999997,32.34010852377513,0.47711329912489125,1.2377812929456968
642,19,0.00000000001465538,17.319999999999997,0.20890971928421995,0.2786687045859639,0.0,0.0,0.0,19.214584960674742,22.419999999999998,22.762499999999996,34.1367804721848,0.5055262576121405,1.2377812929456968
643,20,0.00000000001543385,18.239999999999995,0.22006708158871477,0.29337613671461615,0.0,0.0,0.0,20.228890624719725,23.599999999999998,24.279999999999994,35.93345242059448,0.5320900972420513,1.239075676145834
644,21,0.00000000001621231,19.159999999999997,0.2312244438932096,0.30808356884326843,0.0,0.0,0.0,21.243196288764707,24.779999999999998,25.797499999999992,37.73012436900415,0.558653936871962,1.239075676145834
645,22,0.00000000001699077,20.08,0.2422244438932096,0.32258356884326844,0.0,0.0,0.0,22.243196288764707,25.959999999999997,25.797499999999992,39.526796317413826,0.5852177765018727,1.239075676145834
646,23,0.00000000001776923,21.0,0.2532244438932096,0.33708356884326846,0.0,0.0,0.0,23.243196288764707,27.139999999999997,25.797499999999992,41.3234682658235,0.6117816161317834,1.239075676145834
647,24,0.00000000001854769,21.92,0.2642244438932096,0.35158356884326847,0.0,0.0,0.0,24.243196288764707,28.319999999999997,25.797499999999992,43.120140214233174,0.6383454557616941,1.239075676145834
648,1,0.00000000000072769,0.86,0.0104,0.0135,0.0,0.0,0.0,1.0,1.27,0.0,1.7966719484096734,0.02483207112297223,1.2402879141006908
649,2,0.00000000000145538,1.72,0.0208,0.027,0.0,0.0,0.0,2.0,2.54,0.0,3.5933438968193467,0.04966414224594446,1.2402879141006908
650,3,0.00000000000218308,2.58,0.0312,0.0405,0.0,0.0,0.0,3.0,3.81,0.0,5.39001584522902,0.0744962133689167,1.2402879141006908
651,4,0.00000000000291077,3.44,0.0416,0.054,0.0,0.0,0.0,4.0,5.08,0.0,7.1866877936386935,0.09932828449188892,1.2402879141006908
652,5,0.00000000000363846,4.3,0.05214877890606778,0.06769312646460722,0.0,0.0,0.0,5.014305664044979,6.35,1.5175,8.983351625042149,0.12416035561486115,1.2402822321963383
653,6,0.00000000000436615,5.16,0.06269755781213557,0.08138625292921443,0.0,0.0,0.0,6.0286113280899585,7.619999999999999,3.035,10.780015456445604,0.1489924267378334,1.2402822321963383
654,7,0.00000000000511923,6.05,0.07355062841741684,0.09558653222584415,0.0,0.0,0.0,7.042916992134938,8.844999999999999,4.5525,12.576679287849059,0.17467424373923274,1.2396874100814392
655,8,0.00000000000587231,6.9399999999999995,0.08440369902269812,0.10978681152247385,0.0,0.0,0.0,8.057222656179917,10.069999999999999,6.07,14.373343119252514,0.20035606074063209,1.2396874100814392
656,9,0.00000000000665077,7.859999999999999,0.09556106132719289,0.12449424365112605,0.0,0.0,0.0,9.071528320224896,11.249999999999998,7.5875,16.17000695065597,0.22691670166450606,1.2390722333357072
657,10,0.00000000000742923,8.78,0.10671842363168765,0.13920167577977824,0.0,0.0,0.0,10.085833984269875,12.429999999999998,9.105,17.966670782059428,0.25347734258838,1.2390722333357072
