cycle,int(cycle / 24),length(leaf_proportion),sum(leaf_proportion),leaf_proportion,,,,,,,,,
1168,48,10,0.252786938,0.147275211,0.07095061,0.02575161,0.007023726,0.001490436,0.000254587,3.59788E-05,4.29743E-06,4.41125E-07,3.94305E-08
1169,48,10,0.252786938,0.147275211,0.07095061,0.02575161,0.007023726,0.001490436,0.000254587,3.59788E-05,4.29743E-06,4.41125E-07,3.94305E-08
1170,48,10,0.252786938,0.147275211,0.07095061,0.02575161,0.007023726,0.001490436,0.000254587,3.59788E-05,4.29743E-06,4.41125E-07,3.94305E-08
1171,48,10,0.252786938,0.147275211,0.07095061,0.02575161,0.007023726,0.001490436,0.000254587,3.59788E-05,4.29743E-06,4.41125E-07,3.94305E-08
1172,48,10,0.252786938,0.147275211,0.07095061,0.02575161,0.007023726,0.001490436,0.000254587,3.59788E-05,4.29743E-06,4.41125E-07,3.94305E-08
1173,48,10,0.252786938,0.147275211,0.07095061,0.02575161,0.007023726,0.001490436,0.000254587,3.59788E-05,4.29743E-06,4.41125E-07,3.94305E-08
1174,48,10,0.252786938,0.147275211,0.07095061,0.02575161,0.007023726,0.001490436,0.000254587,3.59788E-05,4.29743E-06,4.41125E-07,3.94305E-08
1175,48,10,0.252786938,0.147275211,0.07095061,0.02575161,0.007023726,0.001490436,0.000254587,3.59788E-05,4.29743E-06,4.41125E-07,3.94305E-08
1176,49,10,0.258175042,0.149717812,0.072477102,0.02665559,0.007398284,0.001601102,0.000279304,4.03509E-05,4.93105E-06,5.18251E-07,4.74644E-08
1177,49,10,0.258175042,0.149717812,0.072477102,0.02665559,0.007398284,0.001601102,0.000279304,4.03509E-05,4.93105E-06,5.18251E-07,4.74644E-08
1178,49,10,0.258175042,0.149717812,0.072477102,0.02665559,0.007398284,0.001601102,0.000279304,4.03509E-05,4.93105E-06,5.18251E-07,4.74644E-08
1179,49,10,0.258175042,0.149717812,0.072477102,0.02665559,0.007398284,0.001601102,0.000279304,4.03509E-05,4.93105E-06,5.18251E-07,4.74644E-08
1180,49,10,0.258175042,0.149717812,0.072477102,0.02665559,0.007398284,0.001601102,0.000279304,4.03509E-05,4.93105E-06,5.18251E-07,4.74644E-08
1181,49,10,0.258175042,0.149717812,0.072477102,0.02665559,0.007398284,0.001601102,0.000279304,4.03509E-05,4.93105E-06,5.18251E-07,4.74644E-08
1182,49,10,0.258175042,0.149717812,0.072477102,0.02665559,0.007398284,0.001601102,0.000279304,4.03509E-05,4.93105E-06,5.18251E-07,4.74644E-08
1183,49,10,0.258175042,0.149717812,0.072477102,0.02665559,0.007398284,0.001601102,0.000279304,4.03509E-05,4.93105E-06,5.18251E-07,4.74644E-08
1184,49,10,0.258175042,0.149717812,0.072477102,0.02665559,0.007398284,0.001601102,0.000279304,4.03509E-05,4.93105E-06,5.18251E-07,4.74644E-08
1185,49,10,0.258175042,0.149717812,0.072477102,0.02665559,0.007398284,0.001601102,0.000279304,4.03509E-05,4.93105E-06,5.18251E-07,4.74644E-08
1186,49,10,0.258175042,0.149717812,0.072477102,0.02665559,0.007398284,0.001601102,0.000279304,4.03509E-05,4.93105E-06,5.18251E-07,4.74644E-08
1187,49,10,0.258175042,0.149717812,0.072477102,0.02665559,0.007398284,0.001601102,0.000279304,4.03509E-05,4.93105E-06,5.18251E-07,4.74644E-08
1188,49,10,0.258175042,0.149717812,0.072477102,0.02665559,0.007398284,0.001601102,0.000279304,4.03509E-05,4.93105E-06,5.18251E-07,4.74644E-08
1189,49,10,0.258175042,0.149717812,0.072477102,0.02665559,0.007398284,0.001601102,0.000279304,4.03509E-05,4.93105E-06,5.18251E-07,4.74644E-08
1190,49,10,0.258175042,0.149717812,0.072477102,0.02665559,0.007398284,0.001601102,0.000279304,4.03509E-05,4.93105E-06,5.18251E-07,4.74644E-08
1191,49,10,0.258175042,0.149717812,0.072477102,0.02665559,0.007398284,0.001601102,0.000279304,4.03509E-05,4.93105E-06,5.18251E-07,4.74644E-08
1192,49,10,0.258175042,0.149717812,0.072477102,0.02665559,0.007398284,0.001601102,0.000279304,4.03509E-05,4.93105E-06,5.18251E-07,4.74644E-08
1193,49,10,0.258175042,0.149717812,0.072477102,0.02665559,0.007398284,0.001601102,0.000279304,4.03509E-05,4.93105E-06,5.18251E-07,4.74644E-08
1194,49,10,0.258175042,0.149717812,0.072477102,0.02665559,0.007398284,0.001601102,0.000279304,4.03509E-05,4.93105E-06,5.18251E-07,4.74644E-08
1195,49,10,0.258175042,0.149717812,0.072477102,0.02665559,0.007398284,0.001601102,0.000279304,4.03509E-05,4.93105E-06,5.18251E-07,4.74644E-08
1196,49,10,0.258175042,0.149717812,0.072477102,0.02665559,0.007398284,0.001601102,0.000279304,4.03509E-05,4.93105E-06,5.18251E-07,4.74644E-08
1197,49,10,0.258175042,0.149717812,0.072477102,0.02665559,0.007398284,0.001601102,0.000279304,4.03509E-05,4.93105E-06,5.18251E-07,4.74644E-08
1198,49,10,0.258175042,0.149717812,0.072477102,0.02665559,0.007398284,0.001601102,0.000279304,4.03509E-05,4.93105E-06,5.18251E-07,4.74644E-08
1199,49,10,0.258175042,0.149717812,0.072477102,0.02665559,0.007398284,0.001601102,0.000279304,4.03509E-05,4.93105E-06,5.18251E-07,4.74644E-08
1200,50,10,0.263677992,0.152226407,0.074021916,0.027572021,0.00778343,0.001717046,0.00030574,4.513E-05,5.63945E-06,6.06507E-07,5.68801E-08
1201,50,10,0.263677992,0.152226407,0.074021916,0.027572021,0.00778343,0.001717046,0.00030574,4.513E-05,5.63945E-06,6.06507E-07,5.68801E-08
1202,50,10,0.263677992,0.152226407,0.074021916,0.027572021,0.00778343,0.001717046,0.00030574,4.513E-05,5.63945E-06,6.06507E-07,5.68801E-08
1203,50,10,0.263677992,0.152226407,0.074021916,0.027572021,0.00778343,0.001717046,0.00030574,4.513E-05,5.63945E-06,6.06507E-07,5.68801E-08
1204,50,10,0.263677992,0.152226407,0.074021916,0.027572021,0.00778343,0.001717046,0.00030574,4.513E-05,5.63945E-06,6.06507E-07,5.68801E-08
1205,50,10,0.263677992,0.152226407,0.074021916,0.027572021,0.00778343,0.001717046,0.00030574,4.513E-05,5.63945E-06,6.06507E-07,5.68801E-08
1206,50,10,0.263677992,0.152226407,0.074021916,0.027572021,0.00778343,0.001717046,0.00030574,4.513E-05,5.63945E-06,6.06507E-07,5.68801E-08
1207,50,10,0.263677992,0.152226407,0.074021916,0.027572021,0.00778343,0.001717046,0.00030574,4.513E-05,5.63945E-06,6.06507E-07,5.68801E-08
1208,50,10,0.263677992,0.152226407,0.074021916,0.027572021,0.00778343,0.001717046,0.00030574,4.513E-05,5.63945E-06,6.06507E-07,5.68801E-08
1209,50,10,0.263677992,0.152226407,0.074021916,0.027572021,0.00778343,0.001717046,0.00030574,4.513E-05,5.63945E-06,6.06507E-07,5.68801E-08
1210,50,10,0.263677992,0.152226407,0.074021916,0.027572021,0.00778343,0.001717046,0.00030574,4.513E-05,5.63945E-06,6.06507E-07,5.68801E-08
1211,50,10,0.263677992,0.152226407,0.074021916,0.027572021,0.00778343,0.001717046,0.00030574,4.513E-05,5.63945E-06,6.06507E-07,5.68801E-08
1212,50,10,0.263677992,0.152226407,0.074021916,0.027572021,0.00778343,0.001717046,0.00030574,4.513E-05,5.63945E-06,6.06507E-07,5.68801E-08
1213,50,10,0.263677992,0.152226407,0.074021916,0.027572021,0.00778343,0.001717046,0.00030574,4.513E-05,5.63945E-06,6.06507E-07,5.68801E-08
1214,50,10,0.263677992,0.152226407,0.074021916,0.027572021,0.00778343,0.001717046,0.00030574,4.513E-05,5.63945E-06,6.06507E-07,5.68801E-08
1215,50,10,0.263677992,0.152226407,0.074021916,0.027572021,0.00778343,0.001717046,0.00030574,4.513E-05,5.63945E-06,6.06507E-07,5.68801E-08
1216,50,10,0.263677992,0.152226407,0.074021916,0.027572021,0.00778343,0.001717046,0.00030574,4.513E-05,5.63945E-06,6.06507E-07,5.68801E-08
1217,50,10,0.263677992,0.152226407,0.074021916,0.027572021,0.00778343,0.001717046,0.00030574,4.513E-05,5.63945E-06,6.06507E-07,5.68801E-08
1218,50,10,0.263677992,0.152226407,0.074021916,0.027572021,0.00778343,0.001717046,0.00030574,4.513E-05,5.63945E-06,6.06507E-07,5.68801E-08
1219,50,10,0.263677992,0.152226407,0.074021916,0.027572021,0.00778343,0.001717046,0.00030574,4.513E-05,5.63945E-06,6.06507E-07,5.68801E-08
1220,50,10,0.263677992,0.152226407,0.074021916,0.027572021,0.00778343,0.001717046,0.00030574,4.513E-05,5.63945E-06,6.06507E-07,5.68801E-08
1221,50,10,0.263677992,0.152226407,0.074021916,0.027572021,0.00778343,0.001717046,0.00030574,4.513E-05,5.63945E-06,6.06507E-07,5.68801E-08
1222,50,10,0.263677992,0.152226407,0.074021916,0.027572021,0.00778343,0.001717046,0.00030574,4.513E-05,5.63945E-06,6.06507E-07,5.68801E-08
1223,50,10,0.263677992,0.152226407,0.074021916,0.027572021,0.00778343,0.001717046,0.00030574,4.513E-05,5.63945E-06,6.06507E-07,5.68801E-08
1224,51,10,0.269298237,0.154802124,0.075586006,0.028501019,0.008179202,0.001838373,0.000333967,5.03422E-05,6.42926E-06,7.07166E-07,6.78727E-08
1225,51,10,0.269298237,0.154802124,0.075586006,0.028501019,0.008179202,0.001838373,0.000333967,5.03422E-05,6.42926E-06,7.07166E-07,6.78727E-08
1226,51,10,0.269298237,0.154802124,0.075586006,0.028501019,0.008179202,0.001838373,0.000333967,5.03422E-05,6.42926E-06,7.07166E-07,6.78727E-08
1227,51,10,0.269298237,0.154802124,0.075586006,0.028501019,0.008179202,0.001838373,0.000333967,5.03422E-05,6.42926E-06,7.07166E-07,6.78727E-08
1228,51,10,0.269298237,0.154802124,0.075586006,0.028501019,0.008179202,0.001838373,0.000333967,5.03422E-05,6.42926E-06,7.07166E-07,6.78727E-08
1229,51,10,0.269298237,0.154802124,0.075586006,0.028501019,0.008179202,0.001838373,0.000333967,5.03422E-05,6.42926E-06,7.07166E-07,6.78727E-08
1230,51,10,0.269298237,0.154802124,0.075586006,0.028501019,0.008179202,0.001838373,0.000333967,5.03422E-05,6.42926E-06,7.07166E-07,6.78727E-08
1231,51,10,0.269298237,0.154802124,0.075586006,0.028501019,0.008179202,0.001838373,0.000333967,5.03422E-05,6.42926E-06,7.07166E-07,6.78727E-08
1232,51,10,0.269298237,0.154802124,0.075586006,0.028501019,0.008179202,0.001838373,0.000333967,5.03422E-05,6.42926E-06,7.07166E-07,6.78727E-08
1233,51,10,0.269298237,0.154802124,0.075586006,0.028501019,0.008179202,0.001838373,0.000333967,5.03422E-05,6.42926E-06,7.07166E-07,6.78727E-08
1234,51,10,0.269298237,0.154802124,0.075586006,0.028501019,0.008179202,0.001838373,0.000333967,5.03422E-05,6.42926E-06,7.07166E-07,6.78727E-08
1235,51,10,0.269298237,0.154802124,0.075586006,0.028501019,0.008179202,0.001838373,0.000333967,5.03422E-05,6.42926E-06,7.07166E-07,6.78727E-08
1236,51,10,0.269298237,0.154802124,0.075586006,0.028501019,0.008179202,0.001838373,0.000333967,5.03422E-05,6.42926E-06,7.07166E-07,6.78727E-08
1237,51,10,0.269298237,0.154802124,0.075586006,0.028501019,0.008179202,0.001838373,0.000333967,5.03422E-05,6.42926E-06,7.07166E-07,6.78727E-08
1238,51,10,0.269298237,0.154802124,0.075586006,0.028501019,0.008179202,0.001838373,0.000333967,5.03422E-05,6.42926E-06,7.07166E-07,6.78727E-08
1239,51,10,0.269298237,0.154802124,0.075586006,0.028501019,0.008179202,0.001838373,0.000333967,5.03422E-05,6.42926E-06,7.07166E-07,6.78727E-08
1240,51,10,0.269298237,0.154802124,0.075586006,0.028501019,0.008179202,0.001838373,0.000333967,5.03422E-05,6.42926E-06,7.07166E-07,6.78727E-08
1241,51,10,0.269298237,0.154802124,0.075586006,0.028501019,0.008179202,0.001838373,0.000333967,5.03422E-05,6.42926E-06,7.07166E-07,6.78727E-08
1242,51,10,0.269298237,0.154802124,0.075586006,0.028501019,0.008179202,0.001838373,0.000333967,5.03422E-05,6.42926E-06,7.07166E-07,6.78727E-08
1243,51,10,0.269298237,0.154802124,0.075586006,0.028501019,0.008179202,0.001838373,0.000333967,5.03422E-05,6.42926E-06,7.07166E-07,6.78727E-08
1244,51,10,0.269298237,0.154802124,0.075586006,0.028501019,0.008179202,0.001838373,0.000333967,5.03422E-05,6.42926E-06,7.07166E-07,6.78727E-08
1245,51,10,0.269298237,0.154802124,0.075586006,0.028501019,0.008179202,0.001838373,0.000333967,5.03422E-05,6.42926E-06,7.07166E-07,6.78727E-08
1246,51,10,0.269298237,0.154802124,0.075586006,0.028501019,0.008179202,0.001838373,0.000333967,5.03422E-05,6.42926E-06,7.07166E-07,6.78727E-08
1247,51,10,0.269298237,0.154802124,0.075586006,0.028501019,0.008179202,0.001838373,0.000333967,5.03422E-05,6.42926E-06,7.07166E-07,6.78727E-08
1248,52,10,0.275038276,0.157446122,0.077170328,0.029442718,0.008585638,0.00196519,0.000364055,5.60147E-05,7.30752E-06,8.21607E-07,8.06585E-08
1249,52,10,0.275038276,0.157446122,0.077170328,0.029442718,0.008585638,0.00196519,0.000364055,5.60147E-05,7.30752E-06,8.21607E-07,8.06585E-08
1250,52,10,0.275038276,0.157446122,0.077170328,0.029442718,0.008585638,0.00196519,0.000364055,5.60147E-05,7.30752E-06,8.21607E-07,8.06585E-08
1251,52,10,0.275038276,0.157446122,0.077170328,0.029442718,0.008585638,0.00196519,0.000364055,5.60147E-05,7.30752E-06,8.21607E-07,8.06585E-08
1252,52,10,0.275038276,0.157446122,0.077170328,0.029442718,0.008585638,0.00196519,0.000364055,5.60147E-05,7.30752E-06,8.21607E-07,8.06585E-08
1253,52,10,0.275038276,0.157446122,0.077170328,0.029442718,0.008585638,0.00196519,0.000364055,5.60147E-05,7.30752E-06,8.21607E-07,8.06585E-08
1254,52,10,0.275038276,0.157446122,0.077170328,0.029442718,0.008585638,0.00196519,0.000364055,5.60147E-05,7.30752E-06,8.21607E-07,8.06585E-08
1255,52,10,0.275038276,0.157446122,0.077170328,0.029442718,0.008585638,0.00196519,0.000364055,5.60147E-05,7.30752E-06,8.21607E-07,8.06585E-08
1256,52,10,0.275038276,0.157446122,0.077170328,0.029442718,0.008585638,0.00196519,0.000364055,5.60147E-05,7.30752E-06,8.21607E-07,8.06585E-08
1257,52,10,0.275038276,0.157446122,0.077170328,0.029442718,0.008585638,0.00196519,0.000364055,5.60147E-05,7.30752E-06,8.21607E-07,8.06585E-08
1258,52,10,0.275038276,0.157446122,0.077170328,0.029442718,0.008585638,0.00196519,0.000364055,5.60147E-05,7.30752E-06,8.21607E-07,8.06585E-08
1259,52,10,0.275038276,0.157446122,0.077170328,0.029442718,0.008585638,0.00196519,0.000364055,5.60147E-05,7.30752E-06,8.21607E-07,8.06585E-08
1260,52,10,0.275038276,0.157446122,0.077170328,0.029442718,0.008585638,0.00196519,0.000364055,5.60147E-05,7.30752E-06,8.21607E-07,8.06585E-08
1261,52,10,0.275038276,0.157446122,0.077170328,0.029442718,0.008585638,0.00196519,0.000364055,5.60147E-05,7.30752E-06,8.21607E-07,8.06585E-08
1262,52,10,0.275038276,0.157446122,0.077170328,0.029442718,0.008585638,0.00196519,0.000364055,5.60147E-05,7.30752E-06,8.21607E-07,8.06585E-08
1263,52,10,0.275038276,0.157446122,0.077170328,0.029442718,0.008585638,0.00196519,0.000364055,5.60147E-05,7.30752E-06,8.21607E-07,8.06585E-08
1264,52,10,0.275038276,0.157446122,0.077170328,0.029442718,0.008585638,0.00196519,0.000364055,5.60147E-05,7.30752E-06,8.21607E-07,8.06585E-08
1265,52,10,0.275038276,0.157446122,0.077170328,0.029442718,0.008585638,0.00196519,0.000364055,5.60147E-05,7.30752E-06,8.21607E-07,8.06585E-08
1266,52,10,0.275038276,0.157446122,0.077170328,0.029442718,0.008585638,0.00196519,0.000364055,5.60147E-05,7.30752E-06,8.21607E-07,8.06585E-08
1267,52,10,0.275038276,0.157446122,0.077170328,0.029442718,0.008585638,0.00196519,0.000364055,5.60147E-05,7.30752E-06,8.21607E-07,8.06585E-08
1268,52,10,0.275038276,0.157446122,0.077170328,0.029442718,0.008585638,0.00196519,0.000364055,5.60147E-05,7.30752E-06,8.21607E-07,8.06585E-08
1269,52,10,0.275038276,0.157446122,0.077170328,0.029442718,0.008585638,0.00196519,0.000364055,5.60147E-05,7.30752E-06,8.21607E-07,8.06585E-08
1270,52,10,0.275038276,0.157446122,0.077170328,0.029442718,0.008585638,0.00196519,0.000364055,5.60147E-05,7.30752E-06,8.21607E-07,8.06585E-08
1271,52,10,0.275038276,0.157446122,0.077170328,0.029442718,0.008585638,0.00196519,0.000364055,5.60147E-05,7.30752E-06,8.21607E-07,8.06585E-08
1272,53,10,0.280900662,0.160159588,0.078775844,0.030397271,0.00900278,0.002097599,0.000396077,6.21755E-05,8.28166E-06,9.51326E-07,9.54775E-08
1273,53,10,0.280900662,0.160159588,0.078775844,0.030397271,0.00900278,0.002097599,0.000396077,6.21755E-05,8.28166E-06,9.51326E-07,9.54775E-08
1274,53,10,0.280900662,0.160159588,0.078775844,0.030397271,0.00900278,0.002097599,0.000396077,6.21755E-05,8.28166E-06,9.51326E-07,9.54775E-08
1275,53,10,0.280900662,0.160159588,0.078775844,0.030397271,0.00900278,0.002097599,0.000396077,6.21755E-05,8.28166E-06,9.51326E-07,9.54775E-08
1276,53,10,0.280900662,0.160159588,0.078775844,0.030397271,0.00900278,0.002097599,0.000396077,6.21755E-05,8.28166E-06,9.51326E-07,9.54775E-08
1277,53,10,0.280900662,0.160159588,0.078775844,0.030397271,0.00900278,0.002097599,0.000396077,6.21755E-05,8.28166E-06,9.51326E-07,9.54775E-08
1278,53,10,0.280900662,0.160159588,0.078775844,0.030397271,0.00900278,0.002097599,0.000396077,6.21755E-05,8.28166E-06,9.51326E-07,9.54775E-08
1279,53,10,0.280900662,0.160159588,0.078775844,0.030397271,0.00900278,0.002097599,0.000396077,6.21755E-05,8.28166E-06,9.51326E-07,9.54775E-08
1280,53,10,0.280900662,0.160159588,0.078775844,0.030397271,0.00900278,0.002097599,0.000396077,6.21755E-05,8.28166E-06,9.51326E-07,9.54775E-08
1281,53,10,0.280900662,0.160159588,0.078775844,0.030397271,0.00900278,0.002097599,0.000396077,6.21755E-05,8.28166E-06,9.51326E-07,9.54775E-08
1282,53,10,0.280900662,0.160159588,0.078775844,0.030397271,0.00900278,0.002097599,0.000396077,6.21755E-05,8.28166E-06,9.51326E-07,9.54775E-08
1283,53,10,0.280900662,0.160159588,0.078775844,0.030397271,0.00900278,0.002097599,0.000396077,6.21755E-05,8.28166E-06,9.51326E-07,9.54775E-08
1284,53,10,0.280900662,0.160159588,0.078775844,0.030397271,0.00900278,0.002097599,0.000396077,6.21755E-05,8.28166E-06,9.51326E-07,9.54775E-08
1285,53,10,0.280900662,0.160159588,0.078775844,0.030397271,0.00900278,0.002097599,0.000396077,6.21755E-05,8.28166E-06,9.51326E-07,9.54775E-08
1286,53,10,0.280900662,0.160159588,0.078775844,0.030397271,0.00900278,0.002097599,0.000396077,6.21755E-05,8.28166E-06,9.51326E-07,9.54775E-08
1287,53,10,0.280900662,0.160159588,0.078775844,0.030397271,0.00900278,0.002097599,0.000396077,6.21755E-05,8.28166E-06,9.51326E-07,9.54775E-08
1288,53,10,0.280900662,0.160159588,0.078775844,0.030397271,0.00900278,0.002097599,0.000396077,6.21755E-05,8.28166E-06,9.51326E-07,9.54775E-08
1289,53,10,0.280900662,0.160159588,0.078775844,0.030397271,0.00900278,0.002097599,0.000396077,6.21755E-05,8.28166E-06,9.51326E-07,9.54775E-08
1290,53,10,0.280900662,0.160159588,0.078775844,0.030397271,0.00900278,0.002097599,0.000396077,6.21755E-05,8.28166E-06,9.51326E-07,9.54775E-08
1291,53,10,0.280900662,0.160159588,0.078775844,0.030397271,0.00900278,0.002097599,0.000396077,6.21755E-05,8.28166E-06,9.51326E-07,9.54775E-08
1292,53,10,0.280900662,0.160159588,0.078775844,0.030397271,0.00900278,0.002097599,0.000396077,6.21755E-05,8.28166E-06,9.51326E-07,9.54775E-08
1293,53,10,0.280900662,0.160159588,0.078775844,0.030397271,0.00900278,0.002097599,0.000396077,6.21755E-05,8.28166E-06,9.51326E-07,9.54775E-08
1294,53,10,0.280900662,0.160159588,0.078775844,0.030397271,0.00900278,0.002097599,0.000396077,6.21755E-05,8.28166E-06,9.51326E-07,9.54775E-08
1295,53,10,0.280900662,0.160159588,0.078775844,0.030397271,0.00900278,0.002097599,0.000396077,6.21755E-05,8.28166E-06,9.51326E-07,9.54775E-08
1296,54,10,0.286888004,0.16294374,0.080403519,0.031364842,0.00943067,0.002235702,0.000430108,6.88535E-05,9.35954E-06,1.09793E-06,1.12594E-07
1297,54,10,0.286888004,0.16294374,0.080403519,0.031364842,0.00943067,0.002235702,0.000430108,6.88535E-05,9.35954E-06,1.09793E-06,1.12594E-07
1298,54,10,0.286888004,0.16294374,0.080403519,0.031364842,0.00943067,0.002235702,0.000430108,6.88535E-05,9.35954E-06,1.09793E-06,1.12594E-07
1299,54,10,0.286888004,0.16294374,0.080403519,0.031364842,0.00943067,0.002235702,0.000430108,6.88535E-05,9.35954E-06,1.09793E-06,1.12594E-07
1300,54,10,0.286888004,0.16294374,0.080403519,0.031364842,0.00943067,0.002235702,0.000430108,6.88535E-05,9.35954E-06,1.09793E-06,1.12594E-07
1301,54,10,0.286888004,0.16294374,0.080403519,0.031364842,0.00943067,0.002235702,0.000430108,6.88535E-05,9.35954E-06,1.09793E-06,1.12594E-07
1302,54,10,0.286888004,0.16294374,0.080403519,0.031364842,0.00943067,0.002235702,0.000430108,6.88535E-05,9.35954E-06,1.09793E-06,1.12594E-07
1303,54,10,0.286888004,0.16294374,0.080403519,0.031364842,0.00943067,0.002235702,0.000430108,6.88535E-05,9.35954E-06,1.09793E-06,1.12594E-07
1304,54,10,0.286888004,0.16294374,0.080403519,0.031364842,0.00943067,0.002235702,0.000430108,6.88535E-05,9.35954E-06,1.09793E-06,1.12594E-07
1305,54,10,0.286888004,0.16294374,0.080403519,0.031364842,0.00943067,0.002235702,0.000430108,6.88535E-05,9.35954E-06,1.09793E-06,1.12594E-07
1306,54,10,0.286888004,0.16294374,0.080403519,0.031364842,0.00943067,0.002235702,0.000430108,6.88535E-05,9.35954E-06,1.09793E-06,1.12594E-07
1307,54,10,0.286888004,0.16294374,0.080403519,0.031364842,0.00943067,0.002235702,0.000430108,6.88535E-05,9.35954E-06,1.09793E-06,1.12594E-07
1308,54,10,0.286888004,0.16294374,0.080403519,0.031364842,0.00943067,0.002235702,0.000430108,6.88535E-05,9.35954E-06,1.09793E-06,1.12594E-07
1309,54,10,0.286888004,0.16294374,0.080403519,0.031364842,0.00943067,0.002235702,0.000430108,6.88535E-05,9.35954E-06,1.09793E-06,1.12594E-07
1310,54,10,0.286888004,0.16294374,0.080403519,0.031364842,0.00943067,0.002235702,0.000430108,6.88535E-05,9.35954E-06,1.09793E-06,1.12594E-07
1311,54,10,0.286888004,0.16294374,0.080403519,0.031364842,0.00943067,0.002235702,0.000430108,6.88535E-05,9.35954E-06,1.09793E-06,1.12594E-07
1312,54,10,0.286888004,0.16294374,0.080403519,0.031364842,0.00943067,0.002235702,0.000430108,6.88535E-05,9.35954E-06,1.09793E-06,1.12594E-07
1313,54,10,0.286888004,0.16294374,0.080403519,0.031364842,0.00943067,0.002235702,0.000430108,6.88535E-05,9.35954E-06,1.09793E-06,1.12594E-07
