cycle,int(cycle / 24),length(leaf_proportion),sum(leaf_proportion),leaf_proportion,,,,,,,,,
2914,121,10,1.178683592,0.611963737,0.301914794,0.148292406,0.069564751,0.029917386,0.011512309,0.003929123,0.001189932,0.000321305,7.78483E-05
2915,121,10,1.178683592,0.611963737,0.301914794,0.148292406,0.069564751,0.029917386,0.011512309,0.003929123,0.001189932,0.000321305,7.78483E-05
2916,121,10,1.178683592,0.611963737,0.301914794,0.148292406,0.069564751,0.029917386,0.011512309,0.003929123,0.001189932,0.000321305,7.78483E-05
2917,121,10,1.178683592,0.611963737,0.301914794,0.148292406,0.069564751,0.029917386,0.011512309,0.003929123,0.001189932,0.000321305,7.78483E-05
2918,121,10,1.178683592,0.611963737,0.301914794,0.148292406,0.069564751,0.029917386,0.011512309,0.003929123,0.001189932,0.000321305,7.78483E-05
2919,121,10,1.178683592,0.611963737,0.301914794,0.148292406,0.069564751,0.029917386,0.011512309,0.003929123,0.001189932,0.000321305,7.78483E-05
2920,121,10,1.178683592,0.611963737,0.301914794,0.148292406,0.069564751,0.029917386,0.011512309,0.003929123,0.001189932,0.000321305,7.78483E-05
2921,121,10,1.178683592,0.611963737,0.301914794,0.148292406,0.069564751,0.029917386,0.011512309,0.003929123,0.001189932,0.000321305,7.78483E-05
2922,121,10,1.178683592,0.611963737,0.301914794,0.148292406,0.069564751,0.029917386,0.011512309,0.003929123,0.001189932,0.000321305,7.78483E-05
2923,121,10,1.178683592,0.611963737,0.301914794,0.148292406,0.069564751,0.029917386,0.011512309,0.003929123,0.001189932,0.000321305,7.78483E-05
2924,121,10,1.178683592,0.611963737,0.301914794,0.148292406,0.069564751,0.029917386,0.011512309,0.003929123,0.001189932,0.000321305,7.78483E-05
2925,121,10,1.178683592,0.611963737,0.301914794,0.148292406,0.069564751,0.029917386,0.011512309,0.003929123,0.001189932,0.000321305,7.78483E-05
2926,121,10,1.178683592,0.611963737,0.301914794,0.148292406,0.069564751,0.029917386,0.011512309,0.003929123,0.001189932,0.000321305,7.78483E-05
2927,121,10,1.178683592,0.611963737,0.301914794,0.148292406,0.069564751,0.029917386,0.011512309,0.003929123,0.001189932,0.000321305,7.78483E-05
2928,122,10,1.203805451,0.624847878,0.308115773,0.151364854,0.071139304,0.030710333,0.01188041,0.004080787,0.001244716,0.000338678,8.27174E-05
2929,122,10,1.203805451,0.624847878,0.308115773,0.151364854,0.071139304,0.030710333,0.01188041,0.004080787,0.001244716,0.000338678,8.27174E-05
2930,122,10,1.203805451,0.624847878,0.308115773,0.151364854,0.071139304,0.030710333,0.01188041,0.004080787,0.001244716,0.000338678,8.27174E-05
2931,122,10,1.203805451,0.624847878,0.308115773,0.151364854,0.071139304,0.030710333,0.01188041,0.004080787,0.001244716,0.000338678,8.27174E-05
2932,122,10,1.203805451,0.624847878,0.308115773,0.151364854,0.071139304,0.030710333,0.01188041,0.004080787,0.001244716,0.000338678,8.27174E-05
2933,122,10,1.203805451,0.624847878,0.308115773,0.151364854,0.071139304,0.030710333,0.01188041,0.004080787,0.001244716,0.000338678,8.27174E-05
2934,122,10,1.203805451,0.624847878,0.308115773,0.151364854,0.071139304,0.030710333,0.01188041,0.004080787,0.001244716,0.000338678,8.27174E-05
2935,122,10,1.203805451,0.624847878,0.308115773,0.151364854,0.071139304,0.030710333,0.01188041,0.004080787,0.001244716,0.000338678,8.27174E-05
2936,122,10,1.203805451,0.624847878,0.308115773,0.151364854,0.071139304,0.030710333,0.01188041,0.004080787,0.001244716,0.000338678,8.27174E-05
2937,122,10,1.203805451,0.624847878,0.308115773,0.151364854,0.071139304,0.030710333,0.01188041,0.004080787,0.001244716,0.000338678,8.27174E-05
2938,122,10,1.203805451,0.624847878,0.308115773,0.151364854,0.071139304,0.030710333,0.01188041,0.004080787,0.001244716,0.000338678,8.27174E-05
2939,122,10,1.203805451,0.624847878,0.308115773,0.151364854,0.071139304,0.030710333,0.01188041,0.004080787,0.001244716,0.000338678,8.27174E-05
2940,122,10,1.203805451,0.624847878,0.308115773,0.151364854,0.071139304,0.030710333,0.01188041,0.004080787,0.001244716,0.000338678,8.27174E-05
2941,122,10,1.203805451,0.624847878,0.308115773,0.151364854,0.071139304,0.030710333,0.01188041,0.004080787,0.001244716,0.000338678,8.27174E-05
2942,122,10,1.203805451,0.624847878,0.308115773,0.151364854,0.071139304,0.030710333,0.01188041,0.004080787,0.001244716,0.000338678,8.27174E-05
2943,122,10,1.203805451,0.624847878,0.308115773,0.151364854,0.071139304,0.030710333,0.01188041,0.004080787,0.001244716,0.000338678,8.27174E-05
2944,122,10,1.203805451,0.624847878,0.308115773,0.151364854,0.071139304,0.030710333,0.01188041,0.004080787,0.001244716,0.000338678,8.27174E-05
2945,122,10,1.203805451,0.624847878,0.308115773,0.151364854,0.071139304,0.030710333,0.01188041,0.004080787,0.001244716,0.000338678,8.27174E-05
2946,122,10,1.203805451,0.624847878,0.308115773,0.151364854,0.071139304,0.030710333,0.01188041,0.004080787,0.001244716,0.000338678,8.27174E-05
2947,122,10,1.203805451,0.624847878,0.308115773,0.151364854,0.071139304,0.030710333,0.01188041,0.004080787,0.001244716,0.000338678,8.27174E-05
2948,122,10,1.203805451,0.624847878,0.308115773,0.151364854,0.071139304,0.030710333,0.01188041,0.004080787,0.001244716,0.000338678,8.27174E-05
2949,122,10,1.203805451,0.624847878,0.308115773,0.151364854,0.071139304,0.030710333,0.01188041,0.004080787,0.001244716,0.000338678,8.27174E-05
2950,122,10,1.203805451,0.624847878,0.308115773,0.151364854,0.071139304,0.030710333,0.01188041,0.004080787,0.001244716,0.000338678,8.27174E-05
2951,122,10,1.203805451,0.624847878,0.308115773,0.151364854,0.071139304,0.030710333,0.01188041,0.004080787,0.001244716,0.000338678,8.27174E-05
2952,123,10,1.229462681,0.638009805,0.314450415,0.154499872,0.072743815,0.031518913,0.012257009,0.004236779,0.001301437,0.000356799,8.78366E-05
2953,123,10,1.229462681,0.638009805,0.314450415,0.154499872,0.072743815,0.031518913,0.012257009,0.004236779,0.001301437,0.000356799,8.78366E-05
2954,123,10,1.229462681,0.638009805,0.314450415,0.154499872,0.072743815,0.031518913,0.012257009,0.004236779,0.001301437,0.000356799,8.78366E-05
2955,123,10,1.229462681,0.638009805,0.314450415,0.154499872,0.072743815,0.031518913,0.012257009,0.004236779,0.001301437,0.000356799,8.78366E-05
2956,123,10,1.229462681,0.638009805,0.314450415,0.154499872,0.072743815,0.031518913,0.012257009,0.004236779,0.001301437,0.000356799,8.78366E-05
2957,123,10,1.229462681,0.638009805,0.314450415,0.154499872,0.072743815,0.031518913,0.012257009,0.004236779,0.001301437,0.000356799,8.78366E-05
2958,123,10,1.229462681,0.638009805,0.314450415,0.154499872,0.072743815,0.031518913,0.012257009,0.004236779,0.001301437,0.000356799,8.78366E-05
2959,123,10,1.229462681,0.638009805,0.314450415,0.154499872,0.072743815,0.031518913,0.012257009,0.004236779,0.001301437,0.000356799,8.78366E-05
2960,123,10,1.229462681,0.638009805,0.314450415,0.154499872,0.072743815,0.031518913,0.012257009,0.004236779,0.001301437,0.000356799,8.78366E-05
2961,123,10,1.229462681,0.638009805,0.314450415,0.154499872,0.072743815,0.031518913,0.012257009,0.004236779,0.001301437,0.000356799,8.78366E-05
2962,123,10,1.229462681,0.638009805,0.314450415,0.154499872,0.072743815,0.031518913,0.012257009,0.004236779,0.001301437,0.000356799,8.78366E-05
2963,123,10,1.229462681,0.638009805,0.314450415,0.154499872,0.072743815,0.031518913,0.012257009,0.004236779,0.001301437,0.000356799,8.78366E-05
2964,123,10,1.229462681,0.638009805,0.314450415,0.154499872,0.072743815,0.031518913,0.012257009,0.004236779,0.001301437,0.000356799,8.78366E-05
2965,123,10,1.229462681,0.638009805,0.314450415,0.154499872,0.072743815,0.031518913,0.012257009,0.004236779,0.001301437,0.000356799,8.78366E-05
2966,123,10,1.229462681,0.638009805,0.314450415,0.154499872,0.072743815,0.031518913,0.012257009,0.004236779,0.001301437,0.000356799,8.78366E-05
2967,123,10,1.229462681,0.638009805,0.314450415,0.154499872,0.072743815,0.031518913,0.012257009,0.004236779,0.001301437,0.000356799,8.78366E-05
2968,123,10,1.229462681,0.638009805,0.314450415,0.154499872,0.072743815,0.031518913,0.012257009,0.004236779,0.001301437,0.000356799,8.78366E-05
2969,123,10,1.229462681,0.638009805,0.314450415,0.154499872,0.072743815,0.031518913,0.012257009,0.004236779,0.001301437,0.000356799,8.78366E-05
2970,123,10,1.229462681,0.638009805,0.314450415,0.154499872,0.072743815,0.031518913,0.012257009,0.004236779,0.001301437,0.000356799,8.78366E-05
2971,123,10,1.229462681,0.638009805,0.314450415,0.154499872,0.072743815,0.031518913,0.012257009,0.004236779,0.001301437,0.000356799,8.78366E-05
2972,123,10,1.229462681,0.638009805,0.314450415,0.154499872,0.072743815,0.031518913,0.012257009,0.004236779,0.001301437,0.000356799,8.78366E-05
2973,123,10,1.229462681,0.638009805,0.314450415,0.154499872,0.072743815,0.031518913,0.012257009,0.004236779,0.001301437,0.000356799,8.78366E-05
2974,123,10,1.229462681,0.638009805,0.314450415,0.154499872,0.072743815,0.031518913,0.012257009,0.004236779,0.001301437,0.000356799,8.78366E-05
2975,123,10,1.229462681,0.638009805,0.314450415,0.154499872,0.072743815,0.031518913,0.012257009,0.004236779,0.001301437,0.000356799,8.78366E-05
2976,124,10,1.255666688,0.651455372,0.320921603,0.157698883,0.074378936,0.032343411,0.012642247,0.004397184,0.001360144,0.000375691,9.32158E-05
2977,124,10,1.255666688,0.651455372,0.320921603,0.157698883,0.074378936,0.032343411,0.012642247,0.004397184,0.001360144,0.000375691,9.32158E-05
2978,124,10,1.255666688,0.651455372,0.320921603,0.157698883,0.074378936,0.032343411,0.012642247,0.004397184,0.001360144,0.000375691,9.32158E-05
2979,124,10,1.255666688,0.651455372,0.320921603,0.157698883,0.074378936,0.032343411,0.012642247,0.004397184,0.001360144,0.000375691,9.32158E-05
2980,124,10,1.255666688,0.651455372,0.320921603,0.157698883,0.074378936,0.032343411,0.012642247,0.004397184,0.001360144,0.000375691,9.32158E-05
2981,124,10,1.255666688,0.651455372,0.320921603,0.157698883,0.074378936,0.032343411,0.012642247,0.004397184,0.001360144,0.000375691,9.32158E-05
2982,124,10,1.255666688,0.651455372,0.320921603,0.157698883,0.074378936,0.032343411,0.012642247,0.004397184,0.001360144,0.000375691,9.32158E-05
2983,124,10,1.255666688,0.651455372,0.320921603,0.157698883,0.074378936,0.032343411,0.012642247,0.004397184,0.001360144,0.000375691,9.32158E-05
2984,124,10,1.255666688,0.651455372,0.320921603,0.157698883,0.074378936,0.032343411,0.012642247,0.004397184,0.001360144,0.000375691,9.32158E-05
2985,124,10,1.255666688,0.651455372,0.320921603,0.157698883,0.074378936,0.032343411,0.012642247,0.004397184,0.001360144,0.000375691,9.32158E-05
2986,124,10,1.255666688,0.651455372,0.320921603,0.157698883,0.074378936,0.032343411,0.012642247,0.004397184,0.001360144,0.000375691,9.32158E-05
2987,124,10,1.255666688,0.651455372,0.320921603,0.157698883,0.074378936,0.032343411,0.012642247,0.004397184,0.001360144,0.000375691,9.32158E-05
2988,124,10,1.255666688,0.651455372,0.320921603,0.157698883,0.074378936,0.032343411,0.012642247,0.004397184,0.001360144,0.000375691,9.32158E-05
2989,124,10,1.255666688,0.651455372,0.320921603,0.157698883,0.074378936,0.032343411,0.012642247,0.004397184,0.001360144,0.000375691,9.32158E-05
2990,124,10,1.255666688,0.651455372,0.320921603,0.157698883,0.074378936,0.032343411,0.012642247,0.004397184,0.001360144,0.000375691,9.32158E-05
2991,124,10,1.255666688,0.651455372,0.320921603,0.157698883,0.074378936,0.032343411,0.012642247,0.004397184,0.001360144,0.000375691,9.32158E-05
2992,124,10,1.255666688,0.651455372,0.320921603,0.157698883,0.074378936,0.032343411,0.012642247,0.004397184,0.001360144,0.000375691,9.32158E-05
2993,124,10,1.255666688,0.651455372,0.320921603,0.157698883,0.074378936,0.032343411,0.012642247,0.004397184,0.001360144,0.000375691,9.32158E-05
2994,124,10,1.255666688,0.651455372,0.320921603,0.157698883,0.074378936,0.032343411,0.012642247,0.004397184,0.001360144,0.000375691,9.32158E-05
2995,124,10,1.255666688,0.651455372,0.320921603,0.157698883,0.074378936,0.032343411,0.012642247,0.004397184,0.001360144,0.000375691,9.32158E-05
2996,124,10,1.255666688,0.651455372,0.320921603,0.157698883,0.074378936,0.032343411,0.012642247,0.004397184,0.001360144,0.000375691,9.32158E-05
2997,124,10,1.255666688,0.651455372,0.320921603,0.157698883,0.074378936,0.032343411,0.012642247,0.004397184,0.001360144,0.000375691,9.32158E-05
2998,124,10,1.255666688,0.651455372,0.320921603,0.157698883,0.074378936,0.032343411,0.012642247,0.004397184,0.001360144,0.000375691,9.32158E-05
2999,124,10,1.255666688,0.651455372,0.320921603,0.157698883,0.074378936,0.032343411,0.012642247,0.004397184,0.001360144,0.000375691,9.32158E-05
3000,125,10,1.28242912,0.665190562,0.327532279,0.160963338,0.076045335,0.033184121,0.01303627,0.004562085,0.001420885,0.00039538,9.88654E-05
3001,125,10,1.28242912,0.665190562,0.327532279,0.160963338,0.076045335,0.033184121,0.01303627,0.004562085,0.001420885,0.00039538,9.88654E-05
3002,125,10,1.28242912,0.665190562,0.327532279,0.160963338,0.076045335,0.033184121,0.01303627,0.004562085,0.001420885,0.00039538,9.88654E-05
3003,125,10,1.28242912,0.665190562,0.327532279,0.160963338,0.076045335,0.033184121,0.01303627,0.004562085,0.001420885,0.00039538,9.88654E-05
3004,125,10,1.28242912,0.665190562,0.327532279,0.160963338,0.076045335,0.033184121,0.01303627,0.004562085,0.001420885,0.00039538,9.88654E-05
3005,125,10,1.28242912,0.665190562,0.327532279,0.160963338,0.076045335,0.033184121,0.01303627,0.004562085,0.001420885,0.00039538,9.88654E-05
3006,125,10,1.28242912,0.665190562,0.327532279,0.160963338,0.076045335,0.033184121,0.01303627,0.004562085,0.001420885,0.00039538,9.88654E-05
3007,125,10,1.28242912,0.665190562,0.327532279,0.160963338,0.076045335,0.033184121,0.01303627,0.004562085,0.001420885,0.00039538,9.88654E-05
3008,125,10,1.28242912,0.665190562,0.327532279,0.160963338,0.076045335,0.033184121,0.01303627,0.004562085,0.001420885,0.00039538,9.88654E-05
3009,125,10,1.28242912,0.665190562,0.327532279,0.160963338,0.076045335,0.033184121,0.01303627,0.004562085,0.001420885,0.00039538,9.88654E-05
3010,125,10,1.28242912,0.665190562,0.327532279,0.160963338,0.076045335,0.033184121,0.01303627,0.004562085,0.001420885,0.00039538,9.88654E-05
3011,125,10,1.28242912,0.665190562,0.327532279,0.160963338,0.076045335,0.033184121,0.01303627,0.004562085,0.001420885,0.00039538,9.88654E-05
3012,125,10,1.28242912,0.665190562,0.327532279,0.160963338,0.076045335,0.033184121,0.01303627,0.004562085,0.001420885,0.00039538,9.88654E-05
3013,125,10,1.28242912,0.665190562,0.327532279,0.160963338,0.076045335,0.033184121,0.01303627,0.004562085,0.001420885,0.00039538,9.88654E-05
3014,125,10,1.28242912,0.665190562,0.327532279,0.160963338,0.076045335,0.033184121,0.01303627,0.004562085,0.001420885,0.00039538,9.88654E-05
3015,125,10,1.28242912,0.665190562,0.327532279,0.160963338,0.076045335,0.033184121,0.01303627,0.004562085,0.001420885,0.00039538,9.88654E-05
3016,125,10,1.28242912,0.665190562,0.327532279,0.160963338,0.076045335,0.033184121,0.01303627,0.004562085,0.001420885,0.00039538,9.88654E-05
3017,125,10,1.28242912,0.665190562,0.327532279,0.160963338,0.076045335,0.033184121,0.01303627,0.004562085,0.001420885,0.00039538,9.88654E-05
3018,125,10,1.28242912,0.665190562,0.327532279,0.160963338,0.076045335,0.033184121,0.01303627,0.004562085,0.001420885,0.00039538,9.88654E-05
3019,125,10,1.28242912,0.665190562,0.327532279,0.160963338,0.076045335,0.033184121,0.01303627,0.004562085,0.001420885,0.00039538,9.88654E-05
3020,125,10,1.28242912,0.665190562,0.327532279,0.160963338,0.076045335,0.033184121,0.01303627,0.004562085,0.001420885,0.00039538,9.88654E-05
3021,125,10,1.28242912,0.665190562,0.327532279,0.160963338,0.076045335,0.033184121,0.01303627,0.004562085,0.001420885,0.00039538,9.88654E-05
3022,125,10,1.28242912,0.665190562,0.327532279,0.160963338,0.076045335,0.033184121,0.01303627,0.004562085,0.001420885,0.00039538,9.88654E-05
3023,125,10,1.28242912,0.665190562,0.327532279,0.160963338,0.076045335,0.033184121,0.01303627,0.004562085,0.001420885,0.00039538,9.88654E-05
3024,126,10,1.309761876,0.679221484,0.334285444,0.164294716,0.077743695,0.034041346,0.013439227,0.004731569,0.001483709,0.000415891,0.000104796
3025,126,10,1.309761876,0.679221484,0.334285444,0.164294716,0.077743695,0.034041346,0.013439227,0.004731569,0.001483709,0.000415891,0.000104796
3026,126,10,1.309761876,0.679221484,0.334285444,0.164294716,0.077743695,0.034041346,0.013439227,0.004731569,0.001483709,0.000415891,0.000104796
3027,126,10,1.309761876,0.679221484,0.334285444,0.164294716,0.077743695,0.034041346,0.013439227,0.004731569,0.001483709,0.000415891,0.000104796
3028,126,10,1.309761876,0.679221484,0.334285444,0.164294716,0.077743695,0.034041346,0.013439227,0.004731569,0.001483709,0.000415891,0.000104796
3029,126,10,1.309761876,0.679221484,0.334285444,0.164294716,0.077743695,0.034041346,0.013439227,0.004731569,0.001483709,0.000415891,0.000104796
3030,126,10,1.309761876,0.679221484,0.334285444,0.164294716,0.077743695,0.034041346,0.013439227,0.004731569,0.001483709,0.000415891,0.000104796
3031,126,10,1.309761876,0.679221484,0.334285444,0.164294716,0.077743695,0.034041346,0.013439227,0.004731569,0.001483709,0.000415891,0.000104796
3032,126,10,1.309761876,0.679221484,0.334285444,0.164294716,0.077743695,0.034041346,0.013439227,0.004731569,0.001483709,0.000415891,0.000104796
3033,126,10,1.309761876,0.679221484,0.334285444,0.164294716,0.077743695,0.034041346,0.013439227,0.004731569,0.001483709,0.000415891,0.000104796
3034,126,10,1.309761876,0.679221484,0.334285444,0.164294716,0.077743695,0.034041346,0.013439227,0.004731569,0.001483709,0.000415891,0.000104796
3035,126,10,1.309761876,0.679221484,0.334285444,0.164294716,0.077743695,0.034041346,0.013439227,0.004731569,0.001483709,0.000415891,0.000104796
3036,126,10,1.309761876,0.679221484,0.334285444,0.164294716,0.077743695,0.034041346,0.013439227,0.004731569,0.001483709,0.000415891,0.000104796
3037,126,10,1.309761876,0.679221484,0.334285444,0.164294716,0.077743695,0.034041346,0.013439227,0.004731569,0.001483709,0.000415891,0.000104796
3038,126,10,1.309761876,0.679221484,0.334285444,0.164294716,0.077743695,0.034041346,0.013439227,0.004731569,0.001483709,0.000415891,0.000104796
3039,126,10,1.309761876,0.679221484,0.334285444,0.164294716,0.077743695,0.034041346,0.013439227,0.004731569,0.001483709,0.000415891,0.000104796
3040,126,10,1.309761876,0.679221484,0.334285444,0.164294716,0.077743695,0.034041346,0.013439227,0.004731569,0.001483709,0.000415891,0.000104796
3041,126,10,1.309761876,0.679221484,0.334285444,0.164294716,0.077743695,0.034041346,0.013439227,0.004731569,0.001483709,0.000415891,0.000104796
3042,126,10,1.309761876,0.679221484,0.334285444,0.164294716,0.077743695,0.034041346,0.013439227,0.004731569,0.001483709,0.000415891,0.000104796
3043,126,10,1.309761876,0.679221484,0.334285444,0.164294716,0.077743695,0.034041346,0.013439227,0.004731569,0.001483709,0.000415891,0.000104796
3044,126,10,1.309761876,0.679221484,0.334285444,0.164294716,0.077743695,0.034041346,0.013439227,0.004731569,0.001483709,0.000415891,0.000104796
3045,126,10,1.309761876,0.679221484,0.334285444,0.164294716,0.077743695,0.034041346,0.013439227,0.004731569,0.001483709,0.000415891,0.000104796
3046,126,10,1.309761876,0.679221484,0.334285444,0.164294716,0.077743695,0.034041346,0.013439227,0.004731569,0.001483709,0.000415891,0.000104796
3047,126,10,1.309761876,0.679221484,0.334285444,0.164294716,0.077743695,0.034041346,0.013439227,0.004731569,0.001483709,0.000415891,0.000104796
3048,127,10,1.337677106,0.69355438,0.341184165,0.167694531,0.079474716,0.034915393,0.013851269,0.004905722,0.001548666,0.000437247,0.000111018
3049,127,10,1.337677106,0.69355438,0.341184165,0.167694531,0.079474716,0.034915393,0.013851269,0.004905722,0.001548666,0.000437247,0.000111018
3050,127,10,1.337677106,0.69355438,0.341184165,0.167694531,0.079474716,0.034915393,0.013851269,0.004905722,0.001548666,0.000437247,0.000111018
3051,127,10,1.337677106,0.69355438,0.341184165,0.167694531,0.079474716,0.034915393,0.013851269,0.004905722,0.001548666,0.000437247,0.000111018
3052,127,10,1.337677106,0.69355438,0.341184165,0.167694531,0.079474716,0.034915393,0.013851269,0.004905722,0.001548666,0.000437247,0.000111018
3053,127,10,1.337677106,0.69355438,0.341184165,0.167694531,0.079474716,0.034915393,0.013851269,0.004905722,0.001548666,0.000437247,0.000111018
3054,127,10,1.337677106,0.69355438,0.341184165,0.167694531,0.079474716,0.034915393,0.013851269,0.004905722,0.001548666,0.000437247,0.000111018
3055,127,10,1.337677106,0.69355438,0.341184165,0.167694531,0.079474716,0.034915393,0.013851269,0.004905722,0.001548666,0.000437247,0.000111018
3056,127,10,1.337677106,0.69355438,0.341184165,0.167694531,0.079474716,0.034915393,0.013851269,0.004905722,0.001548666,0.000437247,0.000111018
3057,127,10,1.337677106,0.69355438,0.341184165,0.167694531,0.079474716,0.034915393,0.013851269,0.004905722,0.001548666,0.000437247,0.000111018
3058,127,10,1.337677106,0.69355438,0.341184165,0.167694531,0.079474716,0.034915393,0.013851269,0.004905722,0.001548666,0.000437247,0.000111018
3059,127,10,1.337677106,0.69355438,0.341184165,0.167694531,0.079474716,0.034915393,0.013851269,0.004905722,0.001548666,0.000437247,0.000111018
3060,127,10,1.337677106,0.69355438,0.341184165,0.167694531,0.079474716,0.034915393,0.013851269,0.004905722,0.001548666,0.000437247,0.000111018
3061,127,10,1.337677106,0.69355438,0.341184165,0.167694531,0.079474716,0.034915393,0.013851269,0.004905722,0.001548666,0.000437247,0.000111018
3062,127,10,1.337677106,0.69355438,0.341184165,0.167694531,0.079474716,0.034915393,0.013851269,0.004905722,0.001548666,0.000437247,0.000111018
3063,127,10,1.337677106,0.69355438,0.341184165,0.167694531,0.079474716,0.034915393,0.013851269,0.004905722,0.001548666,0.000437247,0.000111018
3064,127,10,1.337677106,0.69355438,0.341184165,0.167694531,0.079474716,0.034915393,0.013851269,0.004905722,0.001548666,0.000437247,0.000111018
3065,127,10,1.337677106,0.69355438,0.341184165,0.167694531,0.079474716,0.034915393,0.013851269,0.004905722,0.001548666,0.000437247,0.000111018
3066,127,10,1.337677106,0.69355438,0.341184165,0.167694531,0.079474716,0.034915393,0.013851269,0.004905722,0.001548666,0.000437247,0.000111018
3067,127,10,1.337677106,0.69355438,0.341184165,0.167694531,0.079474716,0.034915393,0.013851269,0.004905722,0.001548666,0.000437247,0.000111018
3068,127,10,1.337677106,0.69355438,0.341184165,0.167694531,0.079474716,0.034915393,0.013851269,0.004905722,0.001548666,0.000437247,0.000111018
3069,127,10,1.337677106,0.69355438,0.341184165,0.167694531,0.079474716,0.034915393,0.013851269,0.004905722,0.001548666,0.000437247,0.000111018
3070,127,10,1.337677106,0.69355438,0.341184165,0.167694531,0.079474716,0.034915393,0.013851269,0.004905722,0.001548666,0.000437247,0.000111018
3071,127,10,1.337677106,0.69355438,0.341184165,0.167694531,0.079474716,0.034915393,0.013851269,0.004905722,0.001548666,0.000437247,0.000111018
3072,128,10,1.366187219,0.708195626,0.348231569,0.171164324,0.081239112,0.035806579,0.014272552,0.005084633,0.001615807,0.000459475,0.000117542
3073,128,10,1.366187219,0.708195626,0.348231569,0.171164324,0.081239112,0.035806579,0.014272552,0.005084633,0.001615807,0.000459475,0.000117542
3074,128,10,1.366187219,0.708195626,0.348231569,0.171164324,0.081239112,0.035806579,0.014272552,0.005084633,0.001615807,0.000459475,0.000117542
3075,128,10,1.366187219,0.708195626,0.348231569,0.171164324,0.081239112,0.035806579,0.014272552,0.005084633,0.001615807,0.000459475,0.000117542
3076,128,10,1.366187219,0.708195626,0.348231569,0.171164324,0.081239112,0.035806579,0.014272552,0.005084633,0.001615807,0.000459475,0.000117542
3077,128,10,1.366187219,0.708195626,0.348231569,0.171164324,0.081239112,0.035806579,0.014272552,0.005084633,0.001615807,0.000459475,0.000117542
3078,128,10,1.366187219,0.708195626,0.348231569,0.171164324,0.081239112,0.035806579,0.014272552,0.005084633,0.001615807,0.000459475,0.000117542
3079,128,10,1.366187219,0.708195626,0.348231569,0.171164324,0.081239112,0.035806579,0.014272552,0.005084633,0.001615807,0.000459475,0.000117542
3080,128,10,1.366187219,0.708195626,0.348231569,0.171164324,0.081239112,0.035806579,0.014272552,0.005084633,0.001615807,0.000459475,0.000117542
3081,128,10,1.366187219,0.708195626,0.348231569,0.171164324,0.081239112,0.035806579,0.014272552,0.005084633,0.001615807,0.000459475,0.000117542
3082,128,10,1.366187219,0.708195626,0.348231569,0.171164324,0.081239112,0.035806579,0.014272552,0.005084633,0.001615807,0.000459475,0.000117542
3083,128,10,1.366187219,0.708195626,0.348231569,0.171164324,0.081239112,0.035806579,0.014272552,0.005084633,0.001615807,0.000459475,0.000117542
3084,128,10,1.366187219,0.708195626,0.348231569,0.171164324,0.081239112,0.035806579,0.014272552,0.005084633,0.001615807,0.000459475,0.000117542
3085,128,10,1.366187219,0.708195626,0.348231569,0.171164324,0.081239112,0.035806579,0.014272552,0.005084633,0.001615807,0.000459475,0.000117542
3086,128,10,1.366187219,0.708195626,0.348231569,0.171164324,0.081239112,0.035806579,0.014272552,0.005084633,0.001615807,0.000459475,0.000117542
3087,128,10,1.366187219,0.708195626,0.348231569,0.171164324,0.081239112,0.035806579,0.014272552,0.005084633,0.001615807,0.000459475,0.000117542
3088,128,10,1.366187219,0.708195626,0.348231569,0.171164324,0.081239112,0.035806579,0.014272552,0.005084633,0.001615807,0.000459475,0.000117542
3089,128,10,1.366187219,0.708195626,0.348231569,0.171164324,0.081239112,0.035806579,0.014272552,0.005084633,0.001615807,0.000459475,0.000117542
3090,128,10,1.366187219,0.708195626,0.348231569,0.171164324,0.081239112,0.035806579,0.014272552,0.005084633,0.001615807,0.000459475,0.000117542
3091,128,10,1.366187219,0.708195626,0.348231569,0.171164324,0.081239112,0.035806579,0.014272552,0.005084633,0.001615807,0.000459475,0.000117542
3092,128,10,1.366187219,0.708195626,0.348231569,0.171164324,0.081239112,0.035806579,0.014272552,0.005084633,0.001615807,0.000459475,0.000117542
3093,128,10,1.366187219,0.708195626,0.348231569,0.171164324,0.081239112,0.035806579,0.014272552,0.005084633,0.001615807,0.000459475,0.000117542
3094,128,10,1.366187219,0.708195626,0.348231569,0.171164324,0.081239112,0.035806579,0.014272552,0.005084633,0.001615807,0.000459475,0.000117542
3095,128,10,1.366187219,0.708195626,0.348231569,0.171164324,0.081239112,0.035806579,0.014272552,0.005084633,0.001615807,0.000459475,0.000117542
3096,129,10,1.39530489,0.723151735,0.35543085,0.174705669,0.083037616,0.03671523,0.014703232,0.005268391,0.001685184,0.000482602,0.000124381
3097,129,10,1.39530489,0.723151735,0.35543085,0.174705669,0.083037616,0.03671523,0.014703232,0.005268391,0.001685184,0.000482602,0.000124381
3098,129,10,1.39530489,0.723151735,0.35543085,0.174705669,0.083037616,0.03671523,0.014703232,0.005268391,0.001685184,0.000482602,0.000124381
3099,129,10,1.39530489,0.723151735,0.35543085,0.174705669,0.083037616,0.03671523,0.014703232,0.005268391,0.001685184,0.000482602,0.000124381
3100,129,10,1.39530489,0.723151735,0.35543085,0.174705669,0.083037616,0.03671523,0.014703232,0.005268391,0.001685184,0.000482602,0.000124381
3101,129,10,1.39530489,0.723151735,0.35543085,0.174705669,0.083037616,0.03671523,0.014703232,0.005268391,0.001685184,0.000482602,0.000124381
